Tanggal,"Nama Barang",Quantity,Satuan,"Harga Satuan","Total Harga","Harga Jual",Laba,Revenue,Margin,"Jenis Produk"
05/05/2026,"Adem Sari Chingku Lemon Pet",48,Pcs,6036,289728,8000,94272,384000,"32,53810471%",#N/A
06/05/2026,"Putu Ayu",25,Pcs,2000,50000,3000,25000,75000,50%,Harian
06/05/2026,Usus,120,Pcs,2000,240000,2500,120000,360000,50%,Ritel
06/05/2026,"Risol Mayo",94,Pcs,3000,282000,3500,47000,329000,"16,66666667%",Harian
06/05/2026,Cilok,41,Pcs,2500,102500,3000,41000,143500,40%,Harian
06/05/2026,Karoket,30,Pcs,1500,45000,2000,15000,60000,"33,33333333%",Ritel
06/05/2026,Bakwan,21,Pcs,2000,42000,2500,10500,52500,25%,Harian
06/05/2026,Sus,25,Pcs,3000,75000,3500,12500,87500,"16,66666667%",Ritel
06/05/2026,"Nasi Bakar",7,Pcs,9000,63000,9000,14000,77000,"22,22222222%",Harian
06/05/2026,Gorengan,52,Pcs,2000,104000,2500,26000,130000,25%,Ritel
06/05/2026,"Ricebowl Pa Hadi",28,Pcs,12000,336000,13000,56000,392000,"16,66666667%",Harian
06/05/2026,"CC Roll",50,Pcs,1500,75000,2000,25000,100000,"33,33333333%",Harian
06/05/2026,"Pangsit Bojot",21,Pcs,11000,231000,11000,42000,273000,"18,18181818%",Harian
06/05/2026,"Pangsit Goreng",12,Pcs,10000,120000,10000,24000,144000,20%,Harian
06/05/2026,"Cireng Danu",98,Pcs,2000,196000,2500,49000,245000,25%,#N/A
06/05/2026,"Kentang Goreng",14,Pcs,10000,140000,10000,28000,168000,20%,Harian
06/05/2026,"Lumpia Seblak",5,Pcs,5000,25000,6000,5000,30000,20%,Harian
06/05/2026,"Baso Cilok Kriwil",10,Pcs,9000,90000,11000,10000,100000,"11,11111111%",Harian
06/05/2026,Mochi,34,Pcs,5000,170000,5000,51000,221000,30%,Ritel
06/05/2026,Risoles,13,Pcs,1500,19500,2000,6500,26000,"33,33333333%",Harian
06/05/2026,"Cireng Irfan",13,Pcs,1500,19500,2000,6500,26000,"33,33333333%",#N/A
06/05/2026,Cibay,37,Pcs,1500,55500,2000,18500,74000,"33,33333333%",Ritel
06/05/2026,"Cireng Rara",85,Pcs,2500,212500,3000,42500,255000,20%,#N/A
06/05/2026,Onigiri,20,Pcs,8000,160000,10000,40000,200000,25%,Ritel
06/05/2026,"Gehu Pedas",63,Pcs,3000,189000,3500,31500,220500,"16,66666667%",Ritel
06/05/2026,Pikdas,150,Pcs,4000,600000,5000,150000,750000,25%,Harian
06/05/2026,"Baso Tahu",20,Pcs,8500,170000,10000,30000,200000,"17,64705882%",Harian
06/05/2026,Spagetti,14,Pcs,10000,140000,10000,28000,168000,20%,Ritel
06/05/2026,"Sosis Solo",84,Pcs,3000,252000,3000,42000,294000,"16,66666667%",Ritel
06/05/2026,Ricebowl,30,Pcs,11000,330000,11000,60000,390000,"18,18181818%",Harian
06/05/2026,Cicos,20,Pcs,4000,80000,5000,20000,100000,25%,Harian
06/05/2026,"Pisang Goreng",25,Pcs,2000,50000,2000,12500,62500,25%,Ritel
06/05/2026,"Karoket Ayam",23,Pcs,2500,57500,3000,11500,69000,20%,Harian
06/05/2026,"Makaroni Geboy",11,Pcs,9000,99000,10000,11000,110000,"11,11111111%",Ritel
06/05/2026,"Nasi Cokot",60,Pcs,5000,300000,6000,120000,420000,40%,Harian
06/05/2026,"Yakult Mangga",20,Pcs,2200,44000,3500,26000,70000,"59,09090909%",Ritel
06/05/2026,"Yakult Original",20,Pcs,2100,42000,3500,28000,70000,"66,66666667%",Ritel
06/05/2026,"Yakult Less Sugar",10,Pcs,2600,26000,3500,9000,35000,"34,61538462%",Ritel
06/05/2026,"Cireng Danu",90,Pcs,2000,180000,2500,45000,225000,25%,#N/A
07/05/2026,"Mooochi Mango",80,Pcs,"2362,5",189000,3000,131000,320000,"69,31216931%",Ritel
07/05/2026,"Aice Sweet Corn",80,Pcs,2400,192000,3000,128000,320000,"66,66666667%",Ritel
07/05/2026,"Aice Chocolate Crispy Stick",40,Pcs,5850,234000,3000,46000,280000,"19,65811966%",#N/A
07/05/2026,"Aice Crispy Balls Cookies N Cream",30,Pcs,3950,118500,7000,91500,210000,"77,21518987%",#N/A
07/05/2026,"Aice Ria-Ria Kacang Hijau Stick",120,Pcs,2000,240000,4000,240000,480000,100%,#N/A
07/05/2026,"Aice Chocolate Sundae",48,Pcs,"4041,666667",194000,7000,142000,336000,"73,19587629%",Ritel
07/05/2026,"Lumpia Seblak",4,Pcs,5000,20000,6000,4000,24000,20%,Harian
07/05/2026,Spagetti,10,Pcs,10000,100000,10000,20000,120000,20%,Ritel
07/05/2026,"Sosis Solo",74,Pcs,3000,222000,3000,37000,259000,"16,66666667%",Ritel
07/05/2026,"Cireng Rara",76,Pcs,2500,190000,3000,38000,228000,20%,#N/A
07/05/2026,Onigiri,20,Pcs,8000,160000,10000,40000,200000,25%,Ritel
07/05/2026,"Gehu Pedas",63,Pcs,3000,189000,3500,31500,220500,"16,66666667%",Ritel
07/05/2026,Odading,19,Pcs,2500,47500,3000,9500,57000,20%,Ritel
07/05/2026,Onde,30,Pcs,2500,75000,6000,15000,90000,20%,Ritel
07/05/2026,Cucur,7,Pcs,2500,17500,5500,3500,21000,20%,Harian
07/05/2026,Pastel,16,Pcs,3000,48000,2500,8000,56000,"16,66666667%",Harian
07/05/2026,Donat,15,Pcs,3000,45000,3000,7500,52500,"16,66666667%",Harian
07/05/2026,"Kopi Sosio",4,Pcs,10000,40000,13000,8000,48000,20%,Harian
07/05/2026,"Risol Mayo Pedas",50,Pcs,3000,150000,4000,25000,175000,"16,66666667%",Harian
07/05/2026,"Cireng Danu",93,Pcs,2000,186000,2500,46500,232500,25%,#N/A
07/05/2026,"Baso Cilok Kriwil",4,Pcs,9000,36000,11000,4000,40000,"11,11111111%",Harian
07/05/2026,"Nasi Cokot",51,Pcs,5000,255000,6000,102000,357000,40%,Harian
07/05/2026,Cicos,23,Pcs,4000,92000,5000,23000,115000,25%,Harian
07/05/2026,"Pisang Goreng",22,Pcs,2000,44000,2000,11000,55000,25%,Ritel
07/05/2026,Cibay,30,Pcs,1500,45000,2000,15000,60000,"33,33333333%",Ritel
07/05/2026,Risoles,5,Pcs,1500,7500,2000,2500,10000,"33,33333333%",Harian
07/05/2026,"Cireng Irfan",5,Pcs,1500,7500,2000,2500,10000,"33,33333333%",#N/A
07/05/2026,"Cireng Danu",100,Pcs,2000,200000,2500,50000,250000,25%,#N/A
07/05/2026,"Karoket Ayam",16,Pcs,2500,40000,3000,8000,48000,20%,Harian
07/05/2026,Gorengan,50,Pcs,2000,100000,2500,25000,125000,25%,Ritel
07/05/2026,Ricebowl,30,Pcs,11000,330000,11000,60000,390000,"18,18181818%",Harian
07/05/2026,Kwetiauw,3,Pcs,5000,15000,7000,6000,21000,40%,Harian
07/05/2026,"Basreng Kering",2,Pcs,5000,10000,7000,4000,14000,40%,Ritel
07/05/2026,Cimol,4,Pcs,5000,20000,7000,8000,28000,40%,Harian
07/05/2026,"Basreng Basah",4,Pcs,5000,20000,7000,8000,28000,40%,Harian
07/05/2026,"Kentang Goreng",16,Pcs,10000,160000,10000,32000,192000,20%,Harian
07/05/2026,"Nasi Bakar",7,Pcs,9000,63000,9000,14000,77000,"22,22222222%",Harian
07/05/2026,Cilok,36,Pcs,2500,90000,3000,36000,126000,40%,Harian
07/05/2026,Karoket,27,Pcs,1500,40500,2000,13500,54000,"33,33333333%",Ritel
07/05/2026,"Nasi Ayam Geboy",7,Pcs,11000,77000,13000,14000,91000,"18,18181818%",Harian
07/05/2026,"Makaroni Geboy",5,Pcs,9000,45000,10000,5000,50000,"11,11111111%",Ritel
07/05/2026,Sus,22,Pcs,3000,66000,3500,11000,77000,"16,66666667%",Ritel
07/05/2026,Bakwan,18,Pcs,2000,36000,2500,9000,45000,25%,Harian
07/05/2026,"Ricebowl Pa Hadi",32,Pcs,12000,384000,13000,64000,448000,"16,66666667%",Harian
07/05/2026,"CC Roll",57,Pcs,1500,85500,2000,28500,114000,"33,33333333%",Harian
07/05/2026,Cibay,12,Pcs,1500,18000,2000,6000,24000,"33,33333333%",Ritel
07/05/2026,"Risol Mayo",91,Pcs,3000,273000,3500,45500,318500,"16,66666667%",Harian
07/05/2026,Mochi,34,Pcs,5000,170000,5000,51000,221000,30%,Ritel
08/05/2026,Sand.Ckl,10,Pcs,6000,60000,7000,12000,72000,20%,Harian
08/05/2026,Sand.Kacang,2,Pcs,6000,12000,7000,2400,14400,20%,Harian
08/05/2026,Sand.Keju,6,Pcs,6000,36000,7000,7200,43200,20%,Harian
08/05/2026,Sandzup.Ckl,3,Pcs,5000,15000,6000,3000,18000,20%,Ritel
08/05/2026,Sandzup.Moc,1,Pcs,5000,5000,6000,1000,6000,20%,Harian
08/05/2026,Sandzup.Straw,2,Pcs,5000,10000,6000,2000,12000,20%,Ritel
08/05/2026,"Choco Bun",9,Pcs,4000,36000,4500,7200,43200,20%,Ritel
08/05/2026,"Choco Cheese GT",12,Pcs,4000,48000,4500,9600,57600,20%,Ritel
08/05/2026,"Swe Cheese Bun GT",1,Pcs,4000,4000,4500,800,4800,20%,Ritel
08/05/2026,"Straw Bun GT",1,Pcs,4000,4000,4500,800,4800,20%,Harian
08/05/2026,"Blue Bun GT",1,Pcs,4000,4000,5000,1000,5000,25%,Harian
08/05/2026,"Z Krim Cokelat",1,Pcs,5000,5000,6000,1000,6000,20%,Ritel
08/05/2026,"Dryk Ckl",2,Pcs,6000,12000,7000,2400,14400,20%,Harian
08/05/2026,"Dryk Straw",1,Pcs,6000,6000,7000,1200,7200,20%,Ritel
08/05/2026,"Ksr Keju",1,Pcs,15000,15000,14500,1000,16000,"6,666666667%",#N/A
08/05/2026,"Sbk Cokelat",1,Pcs,18000,18000,18500,3600,21600,20%,Ritel
08/05/2026,"Sbk Duo Cokelat Keju",1,Pcs,9000,9000,9000,1000,10000,"11,11111111%",#N/A
08/05/2026,"Chif Cokelat",3,Pcs,5000,15000,5500,3000,18000,20%,Ritel
08/05/2026,Hanaang,40,Pcs,6500,260000,7500,60000,320000,"23,07692308%",Ritel
08/05/2026,Cookies,24,Pcs,6000,144000,7000,48000,192000,"33,33333333%",Ritel
08/05/2026,"Cireng Rara",48,Pcs,2500,120000,3000,24000,144000,20%,#N/A
08/05/2026,"Putu Ayu",16,Pcs,2000,32000,3000,16000,48000,50%,Harian
08/05/2026,"Karoket Ayam",20,Pcs,2500,50000,3000,10000,60000,20%,Harian
08/05/2026,Ricebowl,20,Pcs,11000,220000,11000,40000,260000,"18,18181818%",Harian
08/05/2026,Onigiri,20,Pcs,8000,160000,10000,40000,200000,25%,Ritel
08/05/2026,"Gehu Pedas",50,Pcs,3000,150000,3500,25000,175000,"16,66666667%",Ritel
08/05/2026,"Nasi Cokot",30,Pcs,5000,150000,6000,60000,210000,40%,Harian
08/05/2026,"Pangsit Bojot",38,Pcs,11000,418000,11000,76000,494000,"18,18181818%",Harian
08/05/2026,"Pangsit Goreng",19,Pcs,10000,190000,10000,38000,228000,20%,Harian
08/05/2026,"Risol Mayo",70,Pcs,3000,210000,3500,35000,245000,"16,66666667%",Harian
08/05/2026,"Nasi Ayam Geboy",7,Pcs,11000,77000,13000,14000,91000,"18,18181818%",Harian
08/05/2026,"Makaroni Geboy",4,Pcs,9000,36000,10000,4000,40000,"11,11111111%",Ritel
08/05/2026,"Baso Tahu",15,Pcs,8500,127500,10000,22500,150000,"17,64705882%",Harian
08/05/2026,Bakwan,21,Pcs,2000,42000,2500,10500,52500,25%,Harian
08/05/2026,"Sosis Solo",44,Pcs,3000,132000,3000,22000,154000,"16,66666667%",Ritel
08/05/2026,"Lumpia Seblak",6,Pcs,5000,30000,6000,6000,36000,20%,Harian
08/05/2026,"Roti Sosis",15,Pcs,5000,75000,6000,15000,90000,20%,Harian
08/05/2026,"Roti Sisir",5,Pcs,5000,25000,6000,5000,30000,20%,Harian
08/05/2026,"Cireng Danu",98,Pcs,2000,196000,2500,49000,245000,25%,#N/A
09/05/2026,"Risol Mayo",24,Pcs,3000,72000,3500,12000,84000,"16,66666667%",Harian
09/05/2026,Bakwan,28,Pcs,2000,56000,2500,14000,70000,25%,Harian
09/05/2026,"Sosis Solo",25,Pcs,3000,75000,3000,12500,87500,"16,66666667%",Ritel
11/05/2026,"Cireng Japlun",55,Pcs,2000,110000,2500,27500,137500,25%,#N/A
11/05/2026,"Lunch Pack Choco Lava",10,Pcs,5000,50000,6000,10000,60000,20%,Harian
11/05/2026,"Lunch Pack Cheese Cake",10,Pcs,5000,50000,6000,10000,60000,20%,Harian
11/05/2026,"Sandwich Margarin Manis",5,Pcs,4500,22500,5000,4500,27000,20%,Ritel
11/05/2026,"Sandiwch Cokelat",6,Pcs,4500,27000,6000,9000,36000,"33,33333333%",#N/A
11/05/2026,"Sandwich Sarikaya",2,Pcs,4500,9000,5000,1800,10800,20%,Ritel
11/05/2026,"Sandwich Keju",7,Pcs,4500,31500,5400,6300,37800,20%,Ritel
11/05/2026,"Sobek Cokelat",2,Pcs,16500,33000,17000,6600,39600,20%,Ritel
11/05/2026,"Sobek Cokelat Keju",2,Pcs,16500,33000,17000,6600,39600,20%,Ritel
11/05/2026,"Roti Sobek 2 Funwari Cokelat",5,Pcs,8500,42500,10200,8500,51000,20%,Harian
11/05/2026,"Funwari Roll Cokelat",8,Pcs,6000,48000,7000,9600,57600,20%,Ritel
11/05/2026,"Roti Isi Cokelat",7,Pcs,5000,35000,6000,7000,42000,20%,Harian
11/05/2026,"Roti isi Keju",1,Pcs,5000,5000,6000,1000,6000,20%,Harian
11/05/2026,"Steam Cake Cheese",1,Pcs,9000,9000,10000,1800,10800,20%,Ritel
11/05/2026,"Steam Cake Chocolate",2,Pcs,9000,18000,10000,3600,21600,20%,Ritel
11/05/2026,"Steam Cake Strawberry Choco",2,Pcs,9000,18000,10000,3600,21600,20%,Ritel
11/05/2026,"Mini Cake Strawberry",2,Pcs,7500,15000,9000,3000,18000,20%,Ritel
11/05/2026,"Danish Chocolate",2,Pcs,7500,15000,9000,3000,18000,20%,Ritel
11/05/2026,"Pie Cheese",1,Pcs,7500,7500,8000,1500,9000,20%,Harian
11/05/2026,"Danish Roll Triple Cheese",7,Pcs,7500,52500,8500,10500,63000,20%,Ritel
11/05/2026,Kwetiauw,6,Pcs,5000,30000,7000,12000,42000,40%,Harian
11/05/2026,"Basreng Basah",6,Pcs,5000,30000,7000,12000,42000,40%,Harian
11/05/2026,Cimol,4,Pcs,5000,20000,7000,8000,28000,40%,Harian
