TGL,WAKTU,KETERANGAN,DEBET,KREDIT,SALDO
01/07,10:23,QRIS MPM 040100015 9360053512343176139403,0.0,14500.0,12691750.68
01/07,10:31,QRIS MPM 040100015 9360053514765288936403,0.0,16000.0,12707750.68
01/07,10:32,QRIS MPM 040100015 9360000812192451638403,0.0,7000.0,12714750.68
01/07,10:32,QRIS MPM 040100015 9360053512682940730403,0.0,23000.0,12737750.68
01/07,10:33,QRIS MPM 040100015 9360091535876313434403,0.0,20000.0,12757750.68
01/07,10:43,QRIS MPM 040100015 9360002210001841630403,0.0,7500.0,12765250.68
01/07,10:45,QRIS MPM 040100015 9360091530796739434403,0.0,4500.0,12769750.68
01/07,10:46,QRIS MPM 040100015 9360001410180848037403,0.0,30000.0,12799750.68
01/07,10:47,QRIS MPM 040100015 9360091830153720734403,0.0,7500.0,12807250.68
01/07,10:49,QRIS MPM 040100015 9360091531611137731403,0.0,8000.0,12815250.68
01/07,10:50,QRIS MPM 040100015 9360091531118191038403,0.0,10000.0,12825250.68
01/07,10:51,QRIS MPM 040100015 9360091534121004939403,0.0,3000.0,12828250.68
01/07,10:53,QRIS MPM 040100015 9360014710101213939403,0.0,13000.0,12841250.68
01/07,10:54,QRIS MPM 040100015 9360091830118656337403,0.0,8500.0,12849750.68
01/07,10:55,QRIS MPM 040100015 9360053514499058137403,0.0,8500.0,12858250.68
01/07,10:56,QRIS MPM 040100015 9360091533527519139403,0.0,24000.0,12882250.68
01/07,10:57,QRIS MPM 040100015 9360091531991070030403,0.0,6000.0,12888250.68
01/07,10:57,QRIS MPM 040100015 9360001410003821338403,0.0,6000.0,12894250.68
01/07,10:59,QRIS MPM 040100015 9360014710101255534403,0.0,11000.0,12905250.68
01/07,11:01,QRIS MPM 040100015 9360000210091627138403,0.0,13500.0,12918750.68
01/07,11:10,QRIS MPM 040100015 9360091539781950937403,0.0,8500.0,12927250.68
01/07,11:12,QRIS MPM 040100015 9360091430149464838403,0.0,7500.0,12934750.68
01/07,11:14,QRIS MPM 040100015 9360091430205374931403,0.0,11000.0,12945750.68
01/07,11:17,QRIS MPM 040100015 9360001410098817336403,0.0,9500.0,12955250.68
01/07,11:18,QRIS MPM 040100015 9360001410098817336403,0.0,3000.0,12958250.68
01/07,11:19,QRIS MPM 040100015 9360091539124237933403,0.0,4000.0,12962250.68
01/07,11:20,QRIS MPM 040100015 9360091830155972639403,0.0,15000.0,12977250.68
01/07,11:20,QRIS MPM 040100015 9360000812021311731403,0.0,13000.0,12990250.68
01/07,11:27,QRIS MPM 040100015 9360000812149465338403,0.0,17500.0,13007750.68
01/07,11:28,QRIS MPM 040100015 9360091831232147232403,0.0,19000.0,13026750.68
01/07,11:38,QRIS MPM 040100015 9360001410053336737403,0.0,7000.0,13033750.68
01/07,11:38,QRIS MPM 040100015 9360001410084822333403,0.0,8000.0,13041750.68
01/07,11:42,QRIS MPM 040100015 9360091533743926036403,0.0,19500.0,13061250.68
01/07,11:44,QRIS MPM 040100015 9360091531948872239403,0.0,14500.0,13075750.68
01/07,11:47,QRIS MPM 040100015 9360000210087902837403,0.0,5000.0,13080750.68
01/07,11:48,QRIS MPM 040100015 9360053514335593336403,0.0,12500.0,13093250.68
01/07,11:49,QRIS MPM 040100015 9360091538307510437403,0.0,7000.0,13100250.68
01/07,11:54,QRIS MPM 040100015 9360091535133245632403,0.0,5000.0,13105250.68
01/07,11:55,QRIS MPM 040100015 9360091830487903632403,0.0,21000.0,13126250.68
01/07,11:57,QRIS MPM 040100015 9360091536760290038403,0.0,7000.0,13133250.68
01/07,11:58,QRIS MPM 040100015 9360000210071857635403,0.0,21000.0,13154250.68
01/07,11:58,QRIS MPM 040100015 9360053516515993331403,0.0,7000.0,13161250.68
01/07,11:58,QRIS MPM 040100015 9360091830322976133403,0.0,22500.0,13183750.68
01/07,11:58,QRIS MPM 040100015 9360053515817077834403,0.0,12000.0,13195750.68
01/07,12:02,QRIS MPM 040100015 9360053511591192839403,0.0,20500.0,13216250.68
01/07,12:09,QRIS MPM 040100015 9360091830520508239403,0.0,11500.0,13227750.68
01/07,12:09,QRIS MPM 040100015 9360000210063593538403,0.0,18000.0,13245750.68
01/07,12:10,QRIS MPM 040100015 9360053510299507134403,0.0,12500.0,13258250.68
01/07,12:12,QRIS MPM 040100015 9360001410107285836403,0.0,11000.0,13269250.68
01/07,12:14,QRIS MPM 040100015 9360091830057076537403,0.0,10000.0,13279250.68
01/07,12:16,QRIS MPM 040100015 9360001410169626633403,0.0,17000.0,13296250.68
01/07,12:18,QRIS MPM 040100015 9360011010001276434403,0.0,16000.0,13312250.68
01/07,12:23,QRIS MPM 040100015 9360091830188813539403,0.0,3000.0,13315250.68
01/07,12:24,QRIS MPM 040100015 9360000210089613435403,0.0,31000.0,13346250.68
01/07,12:25,QRIS MPM 040100015 9360091831553184933403,0.0,7000.0,13353250.68
01/07,12:27,QRIS MPM 040100015 9360053512524946030403,0.0,9500.0,13362750.68
01/07,12:30,QRIS MPM 040100015 9360053513411930139403,0.0,6500.0,13369250.68
01/07,12:30,QRIS MPM 040100015 9360000210064933132403,0.0,19000.0,13388250.68
01/07,12:33,QRIS MPM 040100015 9360053519014055930403,0.0,26000.0,13414250.68
01/07,12:34,QRIS MPM 040100015 9360000210093611131403,0.0,3000.0,13417250.68
01/07,12:36,QRIS MPM 040100015 9360091830356292333403,0.0,15000.0,13432250.68
01/07,12:39,QRIS MPM 040100015 9360091536702300137403,0.0,3000.0,13435250.68
01/07,12:39,QRIS MPM 040100015 9360000812300673237403,0.0,10000.0,13445250.68
01/07,12:40,QRIS MPM 040100015 936009113517169963403,0.0,10000.0,13455250.68
01/07,12:40,QRIS MPM 040100015 9360091539395584438403,0.0,10000.0,13465250.68
01/07,12:48,QRIS MPM 040100015 9360000210054508736403,0.0,3000.0,13468250.68
01/07,12:55,QRIS MPM 040100015 9360091538725373330403,0.0,9000.0,13477250.68
01/07,13:00,QRIS MPM 040100015 9360053517485763433403,0.0,25000.0,13502250.68
01/07,13:00,QRIS MPM 040100015 9360000812270591838403,0.0,7000.0,13509250.68
01/07,13:02,QRIS MPM 040100015 9360091430283796533403,0.0,20000.0,13529250.68
01/07,13:02,QRIS MPM 040100015 9360000812270591838403,0.0,7000.0,13536250.68
01/07,13:06,QRIS MPM 040100015 9360091539772771733403,0.0,13000.0,13549250.68
01/07,13:07,QRIS MPM 040100015 9360000210091920438403,0.0,3000.0,13552250.68
01/07,13:07,QRIS MPM 040100015 9360053519067207831403,0.0,17000.0,13569250.68
01/07,13:10,QRIS MPM 040100015 9360091539662159838403,0.0,12000.0,13581250.68
01/07,13:10,QRIS MPM 040100015 9360001410079662130403,0.0,15000.0,13596250.68
01/07,13:11,QRIS MPM 040100015 9360000210084840032403,0.0,7500.0,13603750.68
01/07,13:14,QRIS MPM 040100015 9360053517232772930403,0.0,7000.0,13610750.68
01/07,13:17,QRIS MPM 040100015 9360000210083712530403,0.0,12000.0,13622750.68
01/07,13:21,QRIS MPM 040100015 9360000812256142334403,0.0,11500.0,13634250.68
01/07,13:23,QRIS MPM 040100015 9360054210777647334403,0.0,10000.0,13644250.68
01/07,13:23,QRIS MPM 040100015 9360091534157631037403,0.0,6000.0,13650250.68
01/07,13:23,QRIS MPM 040100015 9360053512662263939403,0.0,3000.0,13653250.68
01/07,13:24,QRIS MPM 040100015 9360001410142014636403,0.0,6000.0,13659250.68
01/07,13:24,QRIS MPM 040100015 9360091533591470232403,0.0,6000.0,13665250.68
01/07,13:27,QRIS MPM 040100015 9360091530945551334403,0.0,11000.0,13676250.68
01/07,13:27,QRIS MPM 040100015 9360001410015244433403,0.0,15000.0,13691250.68
01/07,13:28,QRIS MPM 040100015 9360091533551811536403,0.0,8000.0,13699250.68
01/07,13:28,QRIS MPM 040100015 936009113517169963403,0.0,8000.0,13707250.68
01/07,13:29,QRIS MPM 040100015 9360021311003303530403,0.0,9000.0,13716250.68
01/07,13:30,QRIS MPM 040100015 9360000210094440132403,0.0,16500.0,13732750.68
01/07,13:31,QRIS MPM 040100015 9360001410220647134403,0.0,13500.0,13746250.68
01/07,13:31,QRIS MPM 040100015 9360045112354368839403,0.0,12000.0,13758250.68
01/07,13:33,QRIS MPM 040100015 9360000210080524334403,0.0,16000.0,13774250.68
01/07,13:34,QRIS MPM 040100015 9360091531714725734403,0.0,6000.0,13780250.68
01/07,13:35,QRIS MPM 040100015 9360001410075766432403,0.0,11000.0,13791250.68
01/07,13:39,QRIS MPM 040100015 9360000210059501536403,0.0,3000.0,13794250.68
01/07,13:47,QRIS MPM 040100015 9360053516325975933403,0.0,3500.0,13797750.68
01/07,14:00,QRIS MPM 040100015 9360001410034937738403,0.0,14000.0,13811750.68
01/07,14:09,QRIS MPM 040100015 9360001410075496736403,0.0,4000.0,13815750.68
01/07,14:16,QRIS MPM 040100015 9360000911000179031403,0.0,8000.0,13823750.68
01/07,14:21,QRIS MPM 040100015 9360000210052460136403,0.0,12500.0,13836250.68
01/07,14:23,QRIS MPM 040100015 9360053511275730931403,0.0,8000.0,13844250.68
01/07,14:24,QRIS MPM 040100015 9360001410110477030403,0.0,8500.0,13852750.68
01/07,14:25,QRIS MPM 040100015 9360091530797425233403,0.0,9000.0,13861750.68
01/07,14:27,QRIS MPM 040100015 9360001410110477030403,0.0,20000.0,13881750.68
01/07,14:38,QRIS MPM 040100015 9360001410084092230403,0.0,10000.0,13891750.68
01/07,14:54,QRIS MPM 040100015 9360001410204766931403,0.0,6000.0,13897750.68
01/07,14:58,QRIS MPM 040100015 9360001410133014733403,0.0,6000.0,13903750.68
01/07,15:09,QRIS MPM 040100015 9360053517145134738403,0.0,10500.0,13914250.68
01/07,15:53,QRIS MPM 040100015 9360001410103149533403,0.0,15000.0,13929250.68
02/07,07:36,QRIS MPM 040100015 9360091535688831434403,0.0,9000.0,13938250.68
02/07,07:37,QRIS MPM 040100015 9360091532101281630403,0.0,3000.0,13941250.68
02/07,07:40,QRIS MPM 040100015 9360001410096964530403,0.0,22500.0,13963750.68
02/07,07:41,QRIS MPM 040100015 9360001410029684733403,0.0,6500.0,13970250.68
02/07,07:43,QRIS MPM 040100015 9360091531838985930403,0.0,9000.0,13979250.68
02/07,07:44,QRIS MPM 040100015 9360000210077634535403,0.0,10000.0,13989250.68
02/07,07:44,QRIS MPM 040100015 9360053517452255335403,0.0,4000.0,13993250.68
02/07,07:45,QRIS MPM 040100015 9360091430223457435403,0.0,8000.0,14001250.68
02/07,07:47,QRIS MPM 040100015 9360091533389279538403,0.0,9000.0,14010250.68
02/07,07:51,QRIS MPM 040100015 9360053511156856332403,0.0,13000.0,14023250.68
02/07,07:52,QRIS MPM 040100015 9360091830154805830403,0.0,9000.0,14032250.68
02/07,08:02,QRIS MPM 040100015 9360045112413467836403,0.0,12000.0,14044250.68
02/07,08:19,QRIS MPM 040100015 9360000210059231530403,0.0,13000.0,14057250.68
02/07,08:20,QRIS MPM 040100015 9360001410090467534403,0.0,20000.0,14077250.68
02/07,08:20,QRIS MPM 040100015 9360091534157631037403,0.0,9000.0,14086250.68
02/07,08:33,QRIS MPM 040100015 9360091534548697530403,0.0,7000.0,14093250.68
02/07,08:36,QRIS MPM 040100015 9360001410116656736403,0.0,4500.0,14097750.68
02/07,08:37,QRIS MPM 040100015 9360091534548697530403,0.0,5000.0,14102750.68
02/07,08:41,QRIS MPM 040100015 9360053510078504538403,0.0,10500.0,14113250.68
02/07,08:42,QRIS MPM 040100015 9360001410042781530403,0.0,10000.0,14123250.68
02/07,08:45,QRIS MPM 040100015 9360000812236497536403,0.0,18000.0,14141250.68
02/07,08:47,QRIS MPM 040100015 9360091430109292234403,0.0,8000.0,14149250.68
02/07,08:49,QRIS MPM 040100015 9360001410180848037403,0.0,14500.0,14163750.68
02/07,08:59,QRIS MPM 040100015 9360014710800161232403,0.0,20000.0,14183750.68
02/07,08:59,QRIS MPM 040100015 9360091539911449830403,0.0,8000.0,14191750.68
02/07,09:00,QRIS MPM 040100015 9360000812295874637403,0.0,8500.0,14200250.68
02/07,09:02,QRIS MPM 040100015 9360001410219418637403,0.0,46000.0,14246250.68
02/07,09:03,QRIS MPM 040100015 9360001410144720531403,0.0,8000.0,14254250.68
02/07,09:13,QRIS MPM 040100015 9360091538600682738403,0.0,6000.0,14260250.68
02/07,09:14,QRIS MPM 040100015 9360091830424467239403,0.0,6000.0,14266250.68
02/07,09:15,QRIS MPM 040100015 9360056210044121931403,0.0,24500.0,14290750.68
02/07,09:16,QRIS MPM 040100015 9360056210044121931403,0.0,24500.0,14315250.68
02/07,09:17,QRIS MPM 040100015 9360091531774876837403,0.0,7000.0,14322250.68
02/07,09:21,QRIS MPM 040100015 9360091830262762137403,0.0,13000.0,14335250.68
02/07,09:21,QRIS MPM 040100015 9360001410099680331403,0.0,16500.0,14351750.68
02/07,09:26,QRIS MPM 040100015 9360091430162738233403,0.0,6500.0,14358250.68
02/07,09:26,QRIS MPM 040100015 9360000210058178939403,0.0,10000.0,14368250.68
02/07,09:32,QRIS MPM 040100015 9360001410044768631403,0.0,13000.0,14381250.68
02/07,09:33,QRIS MPM 040100015 9360000912000610636403,0.0,21500.0,14402750.68
02/07,09:33,QRIS MPM 040100015 9360000210064665434403,0.0,18000.0,14420750.68
02/07,09:33,QRIS MPM 040100015 9360045112929485139403,0.0,20000.0,14440750.68
02/07,09:35,QRIS MPM 040100015 9360091830424467239403,0.0,1000.0,14441750.68
02/07,09:40,QRIS MPM 040100015 9360045111441762032403,0.0,9500.0,14451250.68
02/07,09:40,QRIS MPM 040100015 9360091533967113834403,0.0,9000.0,14460250.68
02/07,09:41,QRIS MPM 040100015 9360091533869162730403,0.0,16500.0,14476750.68
02/07,09:48,QRIS MPM 040100015 9360001410030270537403,0.0,10500.0,14487250.68
02/07,09:48,QRIS MPM 040100015 9360091534086410532403,0.0,12500.0,14499750.68
02/07,09:49,QRIS MPM 040100015 9360091534086410532403,0.0,12500.0,14512250.68
02/07,09:52,QRIS MPM 040100015 9360091531028635638403,0.0,6500.0,14518750.68
02/07,09:54,QRIS MPM 040100015 9360053514296428830403,0.0,4000.0,14522750.68
02/07,09:55,QRIS MPM 040100015 9360091531910174237403,0.0,16000.0,14538750.68
02/07,09:55,QRIS MPM 040100015 9360001410220917434403,0.0,12500.0,14551250.68
02/07,09:56,QRIS MPM 040100015 9360001410082344230403,0.0,21000.0,14572250.68
02/07,09:58,QRIS MPM 040100015 9360053518235012337403,0.0,27000.0,14599250.68
02/07,10:01,QRIS MPM 040100015 9360091532415836836403,0.0,8000.0,14607250.68
02/07,10:03,QRIS MPM 040100015 9360001410098817336403,0.0,12500.0,14619750.68
02/07,10:04,QRIS MPM 040100015 9360091831247340637403,0.0,25000.0,14644750.68
02/07,10:04,QRIS MPM 040100015 9360001410144985432403,0.0,27000.0,14671750.68
02/07,10:09,QRIS MPM 040100015 9360001410110383437403,0.0,11000.0,14682750.68
02/07,10:10,QRIS MPM 040100015 9360001410222190534403,0.0,20000.0,14702750.68
02/07,10:11,QRIS MPM 040100015 9360091539240216431403,0.0,3500.0,14706250.68
02/07,10:16,QRIS MPM 040100015 9360053514296428830403,0.0,1000.0,14707250.68
02/07,10:17,QRIS MPM 040100015 9360000210054468136403,0.0,10000.0,14717250.68
02/07,10:17,QRIS MPM 040100015 9360000210068257830403,0.0,64000.0,14781250.68
02/07,10:18,QRIS MPM 040100015 9360001410029684733403,0.0,6000.0,14787250.68
02/07,10:18,QRIS MPM 040100015 9360091531392632639403,0.0,16000.0,14803250.68
02/07,10:20,QRIS MPM 040100015 9360000812146895030403,0.0,6500.0,14809750.68
02/07,10:20,QRIS MPM 040100015 9360091536086871230403,0.0,7500.0,14817250.68
02/07,10:20,QRIS MPM 040100015 9360091532246899737403,0.0,7000.0,14824250.68
02/07,10:23,QRIS MPM 040100015 9360001410150266835403,0.0,15000.0,14839250.68
02/07,10:25,QRIS MPM 040100015 9360091536448100439403,0.0,8000.0,14847250.68
02/07,10:26,QRIS MPM 040100015 9360053517232772930403,0.0,6000.0,14853250.68
02/07,10:28,QRIS MPM 040100015 9360045112354368839403,0.0,29000.0,14882250.68
02/07,10:34,QRIS MPM 040100015 9360001410185762235403,0.0,8000.0,14890250.68
02/07,10:37,QRIS MPM 040100015 9360056731202186531403,0.0,7000.0,14897250.68
02/07,10:39,QRIS MPM 040100015 9360091535768943931403,0.0,11000.0,14908250.68
02/07,10:39,QRIS MPM 040100015 9360001410180344533403,0.0,15500.0,14923750.68
02/07,10:42,QRIS MPM 040100015 9360000812210664132403,0.0,10000.0,14933750.68
02/07,10:47,QRIS MPM 040100015 9360091530945551334403,0.0,3000.0,14936750.68
02/07,10:57,QRIS MPM 040100015 9360053515507430730403,0.0,15000.0,14951750.68
02/07,11:06,QRIS MPM 040100015 9360001410074010338403,0.0,6500.0,14958250.68
02/07,11:20,QRIS MPM 040100015 9360001410156333238403,0.0,16000.0,14974250.68
02/07,11:20,QRIS MPM 040100015 9360045111496762534403,0.0,12000.0,14986250.68
02/07,11:20,QRIS MPM 040100015 9360000210069518534403,0.0,31000.0,15017250.68
02/07,11:23,QRIS MPM 040100015 9360001410147714239403,0.0,5000.0,15022250.68
02/07,11:29,QRIS MPM 040100015 9360091538013140736403,0.0,8000.0,15030250.68
02/07,11:33,QRIS MPM 040100015 9360091537665866239403,0.0,6500.0,15036750.68
02/07,11:39,QRIS MPM 040100015 9360000812215125633403,0.0,6000.0,15042750.68
02/07,11:40,QRIS MPM 040100015 9360000812215125633403,0.0,6000.0,15048750.68
02/07,11:45,QRIS MPM 040100015 9360053515329970837403,0.0,4000.0,15052750.68
02/07,11:50,QRIS MPM 040100015 9360053514153987930403,0.0,15000.0,15067750.68
02/07,11:52,QRIS MPM 040100015 9360000210092622832403,0.0,13000.0,15080750.68
02/07,11:52,QRIS MPM 040100015 9360091430109292234403,0.0,6000.0,15086750.68
02/07,11:53,QRIS MPM 040100015 9360001410186629637403,0.0,12000.0,15098750.68
02/07,11:54,QRIS MPM 040100015 9360014710500164233403,0.0,13000.0,15111750.68
02/07,11:55,QRIS MPM 040100015 9360000210067924435403,0.0,13000.0,15124750.68
02/07,11:55,QRIS MPM 040100015 9360000210056742332403,0.0,19500.0,15144250.68
02/07,12:00,QRIS MPM 040100015 9360091531528740636403,0.0,8000.0,15152250.68
02/07,12:02,QRIS MPM 040100015 9360000812200867236403,0.0,19500.0,15171750.68
02/07,12:02,QRIS MPM 040100015 9360001410140745834403,0.0,10000.0,15181750.68
02/07,12:03,QRIS MPM 040100015 9360000210059181239403,0.0,4000.0,15185750.68
02/07,12:04,QRIS MPM 040100015 9360000812300225436403,0.0,12000.0,15197750.68
02/07,12:05,QRIS MPM 040100015 9360053511882907034403,0.0,5000.0,15202750.68
02/07,12:05,QRIS MPM 040100015 9360091532415836836403,0.0,5500.0,15208250.68
02/07,12:06,QRIS MPM 040100015 9360000812253388332403,0.0,8500.0,15216750.68
02/07,12:08,QRIS MPM 040100015 9360053516626994236403,0.0,9500.0,15226250.68
02/07,12:12,QRIS MPM 040100015 9360000210087804939403,0.0,7500.0,15233750.68
02/07,12:15,QRIS MPM 040100015 9360091532162174931403,0.0,6000.0,15239750.68
02/07,12:18,QRIS MPM 040100015 9360091830118656337403,0.0,3000.0,15242750.68
02/07,12:19,QRIS MPM 040100015 9360091532884592034403,0.0,10000.0,15252750.68
02/07,12:21,QRIS MPM 040100015 9360000812209756339403,0.0,5500.0,15258250.68
02/07,12:22,QRIS MPM 040100015 9360000210088519637403,0.0,3000.0,15261250.68
02/07,12:26,QRIS MPM 040100015 9360000210059108836403,0.0,4500.0,15265750.68
02/07,12:26,QRIS MPM 040100015 9360091539510815736403,0.0,16500.0,15282250.68
02/07,12:27,QRIS MPM 040100015 9360053517966860935403,0.0,3000.0,15285250.68
02/07,12:27,QRIS MPM 040100015 9360056731083960632403,0.0,3500.0,15288750.68
02/07,12:28,QRIS MPM 040100015 9360000913000007731403,0.0,3500.0,15292250.68
02/07,12:30,QRIS MPM 040100015 9360091430316225432403,0.0,18000.0,15310250.68
02/07,12:31,QRIS MPM 040100015 9360091430316225432403,0.0,3000.0,15313250.68
02/07,12:31,QRIS MPM 040100015 9360001410067430932403,0.0,16000.0,15329250.68
02/07,12:31,QRIS MPM 040100015 9360000911001405738403,0.0,16000.0,15345250.68
02/07,12:38,QRIS MPM 040100015 9360001410044629439403,0.0,5500.0,15350750.68
02/07,12:38,QRIS MPM 040100015 9360001410073348835403,0.0,14000.0,15364750.68
02/07,12:38,QRIS MPM 040100015 9360091531851768334403,0.0,6500.0,15371250.68
02/07,12:38,QRIS MPM 040100015 9360053510550034739403,0.0,3000.0,15374250.68
02/07,12:39,QRIS MPM 040100015 9360091537925039233403,0.0,22000.0,15396250.68
02/07,12:40,QRIS MPM 040100015 9360091533661118138403,0.0,4000.0,15400250.68
02/07,12:41,QRIS MPM 040100015 9360001410185230036403,0.0,3000.0,15403250.68
02/07,12:42,QRIS MPM 040100015 9360091830118656337403,0.0,9500.0,15412750.68
02/07,12:45,QRIS MPM 040100015 9360001410086805632403,0.0,7000.0,15419750.68
02/07,12:48,QRIS MPM 040100015 9360001410164302435403,0.0,3000.0,15422750.68
