TGL,WAKTU,KETERANGAN,DEBET,KREDIT,SALDO
15/09,12:29,QRIS MPM 040100015 9360000210059502933403,0.0,6000.0,2575771.67
15/09,12:29,QRIS MPM 040100015 9360001410150619331403,0.0,2000.0,2577771.67
15/09,12:36,QRIS MPM 040100015 9360000210059502933403,0.0,3000.0,2580771.67
15/09,12:37,QRIS MPM 040100015 9360091535431646830403,0.0,6000.0,2586771.67
15/09,12:49,QRIS MPM 040100015 9360053517045091238403,0.0,12000.0,2598771.67
15/09,12:51,QRIS MPM 040100015 9360053511963181131403,0.0,6000.0,2604771.67
15/09,12:51,QRIS MPM 040100015 9360000812254353137403,0.0,3000.0,2607771.67
15/09,13:38,QRIS MPM 040100015 9360001410190318732403,0.0,6000.0,2613771.67
15/09,15:52,QRIS MPM 040100015 9360053518489969735403,0.0,4000.0,2617771.67
16/09,08:15,QRIS MPM 040100015 9360091531509165636403,0.0,2000.0,2619771.67
16/09,08:40,QRIS MPM 040100015 9360091536029279437403,0.0,8000.0,2627771.67
16/09,09:31,QRIS MPM 040100015 9360091531890210135403,0.0,5000.0,2632771.67
16/09,10:00,QRIS MPM 040100015 9360000210054660239403,0.0,15000.0,2647771.67
16/09,10:02,QRIS MPM 040100015 9360091534760718931403,0.0,12000.0,2659771.67
16/09,10:12,QRIS MPM 040100015 9360053514083230433403,0.0,7500.0,2667271.67
16/09,10:14,QRIS MPM 040100015 9360091531751259535403,0.0,5000.0,2672271.67
16/09,10:18,QRIS MPM 040100015 9360091430378474638403,0.0,3000.0,2675271.67
16/09,10:47,QRIS MPM 040100015 9360001410097952032403,0.0,7000.0,2682271.67
16/09,11:05,QRIS MPM 040100015 9360091537321889934403,0.0,5000.0,2687271.67
16/09,12:40,QRIS MPM 040100015 9360000812253388332403,0.0,7000.0,2694271.67
16/09,12:40,QRIS MPM 040100015 9360000812253388332403,0.0,7000.0,2701271.67
16/09,12:41,QRIS MPM 040100015 9360000812253388332403,0.0,7000.0,2708271.67
16/09,13:17,QRIS MPM 040100015 9360053517128235233403,0.0,3000.0,2711271.67
16/09,14:24,QRIS MPM 040100015 9360000812253388332403,0.0,8000.0,2719271.67
16/09,15:58,QRIS MPM 040100015 9360000910000504137403,0.0,3500.0,2722771.67
17/09,08:41,QRIS MPM 040100015 9360091830931497035403,0.0,7000.0,2729771.67
17/09,09:06,QRIS MPM 040100015 9360053512320376534403,0.0,28500.0,2758271.67
17/09,09:18,QRIS MPM 040100015 9360053517523210739403,0.0,10000.0,2768271.67
17/09,09:29,QRIS MPM 040100015 9360000812030653230403,0.0,14500.0,2782771.67
17/09,09:32,QRIS MPM 040100015 9360001410122868937403,0.0,4000.0,2786771.67
17/09,09:42,QRIS MPM 040100015 9360001410150619331403,0.0,8000.0,2794771.67
17/09,09:58,QRIS MPM 040100015 9360001410012371936403,0.0,4000.0,2798771.67
17/09,09:59,QRIS MPM 040100015 9360001410187833335403,0.0,9500.0,2808271.67
17/09,10:03,QRIS MPM 040100015 9360053511322555136403,0.0,5000.0,2813271.67
17/09,10:28,QRIS MPM 040100015 9360000812138805437403,0.0,3500.0,2816771.67
17/09,10:47,QRIS MPM 040100015 9360091532357829633403,0.0,11000.0,2827771.67
17/09,10:52,QRIS MPM 040100015 9360001410156776833403,0.0,3500.0,2831271.67
17/09,10:53,QRIS MPM 040100015 9360001410019247732403,0.0,3500.0,2834771.67
17/09,11:05,QRIS MPM 040100015 9360000210080259136403,0.0,3500.0,2838271.67
17/09,11:06,QRIS MPM 040100015 9360091533366429634403,0.0,10000.0,2848271.67
17/09,11:06,QRIS MPM 040100015 9360091830143781739403,0.0,10500.0,2858771.67
17/09,11:17,QRIS MPM 040100015 9360001410156776833403,0.0,7000.0,2865771.67
17/09,11:24,QRIS MPM 040100015 9360053511768221030403,0.0,16000.0,2881771.67
17/09,11:36,QRIS MPM 040100015 9360000812192451638403,0.0,17000.0,2898771.67
17/09,11:55,QRIS MPM 040100015 9360091830390676132403,0.0,3500.0,2902271.67
17/09,12:09,QRIS MPM 040100015 9360045112040785437403,0.0,4000.0,2906271.67
17/09,12:31,QRIS MPM 040100015 9360000210076504334403,0.0,5000.0,2911271.67
17/09,12:42,QRIS MPM 040100015 9360091830200721632403,0.0,12000.0,2923271.67
17/09,12:43,QRIS MPM 040100015 9360053515604029630403,0.0,2000.0,2925271.67
17/09,14:04,QRIS MPM 040100015 9360000210103748637403,0.0,21500.0,2946771.67
17/09,14:12,QRIS MPM 040100015 9360091532055565734403,0.0,5000.0,2951771.67
17/09,14:15,QRIS MPM 040100015 9360091532055565734403,0.0,4000.0,2955771.67
17/09,14:17,QRIS MPM 040100015 9360001410070106730403,0.0,3500.0,2959271.67
17/09,15:43,QRIS MPM 040100015 9360000210070901139403,0.0,3000.0,2962271.67
17/09,15:52,QRIS MPM 040100015 9360091830948218039403,0.0,7000.0,2969271.67
17/09,16:03,QRIS MPM 040100015 9360001410190318732403,0.0,16000.0,2985271.67
17/09,16:29,QRIS MPM 040100015 9360091533366429634403,0.0,4000.0,2989271.67
18/09,10:03,QRIS MPM 040100015 9360091531853917038403,0.0,11000.0,3000271.67
18/09,10:04,QRIS MPM 040100015 9360000210076504334403,0.0,7000.0,3007271.67
18/09,10:09,QRIS MPM 040100015 9360091534954770633403,0.0,6000.0,3013271.67
18/09,10:10,QRIS MPM 040100015 9360001410031268337403,0.0,14500.0,3027771.67
18/09,11:45,QRIS MPM 040100015 9360000210059181239403,0.0,10000.0,3037771.67
18/09,11:46,QRIS MPM 040100015 9360014710101244935403,0.0,50000.0,3087771.67
18/09,12:28,QRIS MPM 040100015 9360091430164285430403,0.0,10500.0,3098271.67
18/09,12:28,QRIS MPM 040100015 9360053510294503132403,0.0,7000.0,3105271.67
18/09,12:34,QRIS MPM 040100015 9360001410113508030403,0.0,6000.0,3111271.67
18/09,12:35,QRIS MPM 040100015 9360053517289105631403,0.0,3500.0,3114771.67
18/09,12:40,QRIS MPM 040100015 9360091532017969230403,0.0,17500.0,3132271.67
18/09,12:49,QRIS MPM 040100015 9360001410093860436403,0.0,9000.0,3141271.67
18/09,13:11,QRIS MPM 040100015 9360091830773894130403,0.0,15000.0,3156271.67
18/09,13:14,QRIS MPM 040100015 9360091830152682231403,0.0,4000.0,3160271.67
18/09,13:49,QRIS MPM 040100015 9360053511963181131403,0.0,10500.0,3170771.67
18/09,14:01,QRIS MPM 040100015 9360091830773894130403,0.0,3500.0,3174271.67
18/09,16:07,QRIS MPM 040100015 9360001410190318732403,0.0,5500.0,3179771.67
19/09,09:05,QRIS MPM 040100015 9360091830356292333403,0.0,6000.0,3185771.67
19/09,09:12,QRIS MPM 040100015 9360001410021925634403,0.0,5500.0,3191271.67
19/09,09:44,QRIS MPM 040100015 9360091430263350730403,0.0,3500.0,3194771.67
19/09,09:46,QRIS MPM 040100015 9360091532040956333403,0.0,8000.0,3202771.67
19/09,09:46,QRIS MPM 040100015 9360091532040956333403,0.0,8000.0,3210771.67
19/09,09:47,QRIS MPM 040100015 9360001410152554434403,0.0,8000.0,3218771.67
19/09,09:47,QRIS MPM 040100015 9360091830707238231403,0.0,8000.0,3226771.67
19/09,10:01,QRIS MPM 040100015 9360091531866299432403,0.0,4000.0,3230771.67
19/09,10:21,QRIS MPM 040100015 9360000913000215631403,0.0,11000.0,3241771.67
19/09,10:26,QRIS MPM 040100015 9360000911002317837403,0.0,9000.0,3250771.67
19/09,10:32,QRIS MPM 040100015 9360091532479351638403,0.0,4000.0,3254771.67
19/09,11:26,QRIS MPM 040100015 9360091533993250732403,0.0,15000.0,3269771.67
19/09,11:39,QRIS MPM 040100015 9360091533366429634403,0.0,4000.0,3273771.67
19/09,12:19,QRIS MPM 040100015 9360001410093138837403,0.0,4000.0,3277771.67
19/09,12:28,QRIS MPM 040100015 9360091532055565734403,0.0,9000.0,3286771.67
19/09,12:48,QRIS MPM 040100015 9360001410181498332403,0.0,8000.0,3294771.67
19/09,14:10,QRIS MPM 040100015 9360001410093138837403,0.0,6000.0,3300771.67
19/09,14:11,QRIS MPM 040100015 9360091531438814736403,0.0,2000.0,3302771.67
19/09,14:29,QRIS MPM 040100015 9360000210068817534403,0.0,6000.0,3308771.67
19/09,14:30,QRIS MPM 040100015 9360000210079490436403,0.0,5500.0,3314271.67
19/09,14:31,QRIS MPM 040100015 9360000210101830237403,0.0,16000.0,3330271.67
19/09,14:31,QRIS MPM 040100015 9360053516712421633403,0.0,10000.0,3340271.67
19/09,14:33,QRIS MPM 040100015 9360091536987540339403,0.0,4000.0,3344271.67
19/09,14:33,QRIS MPM 040100015 9360091536987540339403,0.0,3000.0,3347271.67
19/09,14:34,QRIS MPM 040100015 9360091536039635435403,0.0,6000.0,3353271.67
19/09,15:07,QRIS MPM 040100015 9360091536029279437403,0.0,5500.0,3358771.67
19/09,15:09,QRIS MPM 040100015 9360000210051995834403,0.0,10500.0,3369271.67
19/09,15:09,QRIS MPM 040100015 9360045112929485139403,0.0,12000.0,3381271.67
20/09,08:31,QRIS MPM 040100015 9360091532357829633403,0.0,11500.0,3392771.67
20/09,09:18,QRIS MPM 040100015 9360000210093693930403,0.0,12500.0,3405271.67
20/09,09:21,QRIS MPM 040100015 9360001410164302435403,0.0,8500.0,3413771.67
20/09,09:41,QRIS MPM 040100015 9360091533250414536403,0.0,7000.0,3420771.67
20/09,09:42,QRIS MPM 040100015 9360091533250414536403,0.0,2000.0,3422771.67
20/09,09:56,QRIS MPM 040100015 9360001410131773739403,0.0,15000.0,3437771.67
20/09,10:14,QRIS MPM 040100015 9360001410122868937403,0.0,8000.0,3445771.67
22/09,07:58,QRIS MPM 040100015 9360001410078752730403,0.0,3000.0,3448771.67
22/09,08:56,QRIS MPM 040100015 9360014710101210235403,0.0,11500.0,3460271.67
22/09,09:08,QRIS MPM 040100015 9360091538553411333403,0.0,18000.0,3478271.67
22/09,09:16,QRIS MPM 040100015 9360045112929485139403,0.0,15500.0,3493771.67
22/09,09:16,QRIS MPM 040100015 9360045112502137931403,0.0,13000.0,3506771.67
22/09,09:18,QRIS MPM 040100015 9360014710800166234403,0.0,7000.0,3513771.67
22/09,09:25,QRIS MPM 040100015 9360001410122868937403,0.0,10000.0,3523771.67
22/09,09:52,QRIS MPM 040100015 9360014710101214131403,0.0,10000.0,3533771.67
22/09,10:02,QRIS MPM 040100015 9360001410068080239403,0.0,6000.0,3539771.67
22/09,10:09,QRIS MPM 040100015 9360000812180144636403,0.0,11000.0,3550771.67
22/09,10:16,QRIS MPM 040100015 9360091533857273039403,0.0,7000.0,3557771.67
22/09,10:28,QRIS MPM 040100015 9360001410153232536403,0.0,14000.0,3571771.67
22/09,10:32,QRIS MPM 040100015 9360045112929485139403,0.0,15000.0,3586771.67
22/09,10:34,QRIS MPM 040100015 9360053517490930737403,0.0,23000.0,3609771.67
22/09,10:35,QRIS MPM 040100015 9360014710800140736403,0.0,7000.0,3616771.67
22/09,10:46,QRIS MPM 040100015 9360014710101210236403,0.0,12000.0,3628771.67
22/09,10:56,QRIS MPM 040100015 9360001410164302435403,0.0,15500.0,3644271.67
22/09,10:57,QRIS MPM 040100015 9360091830208784136403,0.0,6500.0,3650771.67
22/09,11:10,QRIS MPM 040100015 9360000913000215631403,0.0,15500.0,3666271.67
22/09,11:10,QRIS MPM 040100015 9360053519704121537403,0.0,9500.0,3675771.67
22/09,11:15,QRIS MPM 040100015 9360091530344059930403,0.0,7500.0,3683271.67
22/09,11:20,QRIS MPM 040100015 9360014710101211731403,0.0,6000.0,3689271.67
22/09,11:24,QRIS MPM 040100015 9360091430016880833403,0.0,3500.0,3692771.67
22/09,11:28,QRIS MPM 040100015 9360000210092791836403,0.0,5000.0,3697771.67
22/09,11:31,QRIS MPM 040100015 9360000210092791836403,0.0,12000.0,3709771.67
22/09,11:35,QRIS MPM 040100015 9360091534760718931403,0.0,12000.0,3721771.67
22/09,11:52,QRIS MPM 040100015 9360000210058655135403,0.0,13000.0,3734771.67
22/09,11:59,QRIS MPM 040100015 9360001410062170237403,0.0,11000.0,3745771.67
22/09,12:10,QRIS MPM 040100015 9360091533040755233403,0.0,2000.0,3747771.67
22/09,12:12,QRIS MPM 040100015 9360047210558333235403,0.0,21500.0,3769271.67
22/09,12:31,QRIS MPM 040100015 9360001410021925634403,0.0,6000.0,3775271.67
22/09,12:46,QRIS MPM 040100015 9360000913000215631403,0.0,15500.0,3790771.67
22/09,12:48,QRIS MPM 040100015 9360054250809271734403,0.0,8000.0,3798771.67
22/09,12:52,QRIS MPM 040100015 9360001410224782830403,0.0,14000.0,3812771.67
22/09,12:53,QRIS MPM 040100015 9360001410224782830403,0.0,14000.0,3826771.67
22/09,15:39,QRIS MPM 040100015 9360091533993250732403,0.0,16000.0,3842771.67
22/09,15:50,QRIS MPM 040100015 9360053511963181131403,0.0,5000.0,3847771.67
22/09,15:50,QRIS MPM 040100015 9360091533551811536403,0.0,6500.0,3854271.67
23/09,07:52,QRIS MPM 040100015 9360091820306588434403,0.0,7000.0,3861271.67
23/09,08:14,QRIS MPM 040100015 9360000812262810734403,0.0,8000.0,3869271.67
23/09,08:17,QRIS MPM 040100015 9360045112502137931403,0.0,19000.0,3888271.67
23/09,08:17,QRIS MPM 040100015 9360045112929485139403,0.0,19000.0,3907271.67
23/09,08:39,QRIS MPM 040100015 9360045111436438231403,0.0,47000.0,3954271.67
23/09,08:53,QRIS MPM 040100015 9360014710101234130403,0.0,7000.0,3961271.67
23/09,08:59,QRIS MPM 040100015 9360091532357829633403,0.0,9500.0,3970771.67
23/09,09:07,QRIS MPM 040100015 9360001410122868937403,0.0,17000.0,3987771.67
23/09,09:08,QRIS MPM 040100015 9360014710101210235403,0.0,17500.0,4005271.67
23/09,09:09,QRIS MPM 040100015 9360001410122868937403,0.0,21000.0,4026271.67
23/09,09:09,QRIS MPM 040100015 9360001410122868937403,0.0,21000.0,4047271.67
23/09,09:12,QRIS MPM 040100015 9360091536029279437403,0.0,8000.0,4055271.67
23/09,09:15,QRIS MPM 040100015 9360000812262810734403,0.0,16000.0,4071271.67
23/09,09:29,QRIS MPM 040100015 9360000912000018233403,0.0,3000.0,4074271.67
23/09,09:48,QRIS MPM 040100015 9360091533584482232403,0.0,9500.0,4083771.67
23/09,10:07,QRIS MPM 040100015 9360000210087596139403,0.0,3500.0,4087271.67
23/09,10:16,QRIS MPM 040100015 9360091820306588434403,0.0,13000.0,4100271.67
23/09,10:19,QRIS MPM 040100015 9360001410038930139403,0.0,19000.0,4119271.67
23/09,10:45,QRIS MPM 040100015 9360001410086522737403,0.0,10500.0,4129771.67
23/09,10:45,QRIS MPM 040100015 9360091531265588335403,0.0,9000.0,4138771.67
23/09,10:59,QRIS MPM 040100015 9360091830271294232403,0.0,14000.0,4152771.67
23/09,11:00,QRIS MPM 040100015 9360053516576655039403,0.0,9500.0,4162271.67
23/09,11:09,QRIS MPM 040100015 9360091539840271636403,0.0,3500.0,4165771.67
23/09,11:25,QRIS MPM 040100015 9360014710101211031403,0.0,32000.0,4197771.67
23/09,11:26,QRIS MPM 040100015 9360045112929485139403,0.0,10000.0,4207771.67
23/09,11:27,QRIS MPM 040100015 9360001410153232536403,0.0,19500.0,4227271.67
23/09,11:31,QRIS MPM 040100015 9360001410225969939403,0.0,16000.0,4243271.67
23/09,11:32,QRIS MPM 040100015 9360000812305251931403,0.0,42000.0,4285271.67
23/09,11:35,QRIS MPM 040100015 9360091533942389938403,0.0,12000.0,4297271.67
23/09,11:49,QRIS MPM 040100015 9360001410134882938403,0.0,4000.0,4301271.67
23/09,11:52,QRIS MPM 040100015 9360053518724186635403,0.0,6000.0,4307271.67
23/09,11:52,QRIS MPM 040100015 9360091534108627936403,0.0,6000.0,4313271.67
23/09,11:53,QRIS MPM 040100015 9360001410134882938403,0.0,6000.0,4319271.67
23/09,12:01,QRIS MPM 040100015 9360091531714725734403,0.0,9000.0,4328271.67
23/09,12:10,QRIS MPM 040100015 9360091830200721632403,0.0,12000.0,4340271.67
23/09,12:11,QRIS MPM 040100015 9360014710101215630403,0.0,11500.0,4351771.67
23/09,12:20,QRIS MPM 040100015 9360091534760718931403,0.0,15000.0,4366771.67
23/09,12:29,QRIS MPM 040100015 9360000210079490436403,0.0,40000.0,4406771.67
23/09,12:48,QRIS MPM 040100015 9360091533584482232403,0.0,2000.0,4408771.67
23/09,12:54,QRIS MPM 040100015 9360091830374955137403,0.0,5000.0,4413771.67
23/09,12:56,QRIS MPM 040100015 9360091534954770633403,0.0,4000.0,4417771.67
23/09,12:57,QRIS MPM 040100015 9360001410164302435403,0.0,4000.0,4421771.67
23/09,13:11,QRIS MPM 040100015 9360053510020054331403,0.0,7000.0,4428771.67
23/09,13:27,QRIS MPM 040100015 9360091531265588335403,0.0,6000.0,4434771.67
23/09,13:48,QRIS MPM 040100015 9360000210055755339403,0.0,10000.0,4444771.67
23/09,13:58,QRIS MPM 040100015 9360000812262810734403,0.0,9500.0,4454271.67
23/09,14:01,QRIS MPM 040100015 9360091535793592233403,0.0,7000.0,4461271.67
23/09,14:29,QRIS MPM 040100015 9360091531878719731403,0.0,13000.0,4474271.67
23/09,15:17,QRIS MPM 040100015 9360091530981216831403,0.0,4000.0,4478271.67
24/09,07:54,QRIS MPM 040100015 9360091830240415936403,0.0,5000.0,4483271.67
24/09,08:03,QRIS MPM 040100015 9360091830572703934403,0.0,7500.0,4490771.67
24/09,08:15,QRIS MPM 040100015 9360045112502137931403,0.0,10000.0,4500771.67
24/09,08:15,QRIS MPM 040100015 9360045112929485139403,0.0,19500.0,4520271.67
24/09,08:17,QRIS MPM 040100015 9360000812295181135403,0.0,10000.0,4530271.67
24/09,08:22,QRIS MPM 040100015 9360001410086522737403,0.0,15000.0,4545271.67
24/09,08:37,QRIS MPM 040100015 9360000911002271231403,0.0,3000.0,4548271.67
24/09,08:40,QRIS MPM 040100015 9360000812228777237403,0.0,14000.0,4562271.67
24/09,09:06,QRIS MPM 040100015 9360001410013073331403,0.0,14500.0,4576771.67
24/09,09:12,QRIS MPM 040100015 9360091533942389938403,0.0,12000.0,4588771.67
24/09,09:16,QRIS MPM 040100015 9360000812295874637403,0.0,16500.0,4605271.67
24/09,09:19,QRIS MPM 040100015 9360001410115929033403,0.0,9500.0,4614771.67
24/09,09:39,QRIS MPM 040100015 9360091531848491632403,0.0,6000.0,4620771.67
24/09,09:50,QRIS MPM 040100015 9360014710800140736403,0.0,13500.0,4634271.67
24/09,09:57,QRIS MPM 040100015 9360000812180144636403,0.0,16000.0,4650271.67
24/09,10:14,QRIS MPM 040100015 9360000210051995834403,0.0,7000.0,4657271.67
24/09,10:15,QRIS MPM 040100015 9360000913001483236403,0.0,13000.0,4670271.67
24/09,10:29,QRIS MPM 040100015 9360001410196654238403,0.0,13000.0,4683271.67
24/09,10:32,QRIS MPM 040100015 9360091831236629339403,0.0,23500.0,4706771.67
24/09,10:38,QRIS MPM 040100015 9360014710101215836403,0.0,22000.0,4728771.67
24/09,10:40,QRIS MPM 040100015 9360014710101216136403,0.0,3500.0,4732271.67
24/09,10:44,QRIS MPM 040100015 9360053514172953936403,0.0,11500.0,4743771.67
24/09,10:55,QRIS MPM 040100015 9360001410153232536403,0.0,12000.0,4755771.67
24/09,11:01,QRIS MPM 040100015 9360001410068080239403,0.0,7500.0,4763271.67
24/09,11:06,QRIS MPM 040100015 9360053513473447938403,0.0,19000.0,4782271.67
24/09,11:08,QRIS MPM 040100015 9360000913000215631403,0.0,9500.0,4791771.67
24/09,11:13,QRIS MPM 040100015 9360053511668008032403,0.0,12000.0,4803771.67
24/09,11:14,QRIS MPM 040100015 9360054250809271734403,0.0,7000.0,4810771.67
24/09,11:29,QRIS MPM 040100015 9360091536788467139403,0.0,8000.0,4818771.67
24/09,11:34,QRIS MPM 040100015 9360000210051995834403,0.0,2000.0,4820771.67
24/09,11:48,QRIS MPM 040100015 9360000812160568537403,0.0,12000.0,4832771.67
24/09,11:48,QRIS MPM 040100015 9360091830322976133403,0.0,6000.0,4838771.67
24/09,12:09,QRIS MPM 040100015 9360091533942389938403,0.0,3500.0,4842271.67
24/09,12:19,QRIS MPM 040100015 9360091830096145639403,0.0,19000.0,4861271.67
24/09,12:43,QRIS MPM 040100015 9360091533207449731403,0.0,9500.0,4870771.67
24/09,12:53,QRIS MPM 040100015 9360000210080689232403,0.0,3500.0,4874271.67
24/09,13:01,QRIS MPM 040100015 9360001410181498332403,0.0,5500.0,4879771.67
24/09,13:01,QRIS MPM 040100015 9360091534760718931403,0.0,5000.0,4884771.67
