TGL,WAKTU,KETERANGAN,DEBET,KREDIT,SALDO
02/06,12:19,QRIS MPM 040100015 9360000210043374733403,0.0,10000.0,8574359.28
02/06,12:19,QRIS MPM 040100015 9360001410084724234403,0.0,17500.0,8591859.28
02/06,12:20,QRIS MPM 040100015 9360053511047162435403,0.0,1000.0,8592859.28
02/06,12:20,QRIS MPM 040100015 9360001410017178331403,0.0,8500.0,8601359.28
02/06,12:23,QRIS MPM 040100015 9360091533385537033403,0.0,3500.0,8604859.28
02/06,12:23,QRIS MPM 040100015 9360091533133501331403,0.0,3500.0,8608359.28
02/06,12:24,QRIS MPM 040100015 9360002210001841630403,0.0,3000.0,8611359.28
02/06,12:27,QRIS MPM 040100015 9360000210087316035403,0.0,12000.0,8623359.28
02/06,12:27,QRIS MPM 040100015 9360091430274976234403,0.0,11500.0,8634859.28
02/06,12:27,QRIS MPM 040100015 9360001410014041132403,0.0,10000.0,8644859.28
02/06,12:31,QRIS MPM 040100015 9360053515176077530403,0.0,7000.0,8651859.28
02/06,12:31,QRIS MPM 040100015 9360091535576097134403,0.0,13500.0,8665359.28
02/06,12:32,QRIS MPM 040100015 9360091830154805830403,0.0,4500.0,8669859.28
02/06,12:38,QRIS MPM 040100015 9360091830106176935403,0.0,7500.0,8677359.28
02/06,12:42,QRIS MPM 040100015 9360002210001841630403,0.0,6500.0,8683859.28
02/06,12:46,QRIS MPM 040100015 9360091535144767538403,0.0,6500.0,8690359.28
02/06,12:46,QRIS MPM 040100015 9360091533866619936403,0.0,3000.0,8693359.28
02/06,12:47,QRIS MPM 040100015 9360001410204880431403,0.0,10500.0,8703859.28
02/06,12:48,QRIS MPM 040100015 9360000812193510234403,0.0,10000.0,8713859.28
02/06,12:51,QRIS MPM 040100015 936009113668431273403,0.0,12500.0,8726359.28
02/06,12:51,QRIS MPM 040100015 9360091535960005236403,0.0,6000.0,8732359.28
02/06,12:53,QRIS MPM 040100015 9360091430093514930403,0.0,6500.0,8738859.28
02/06,12:55,QRIS MPM 040100015 9360091533100624937403,0.0,8000.0,8746859.28
02/06,13:01,QRIS MPM 040100015 9360001410093860436403,0.0,14000.0,8760859.28
02/06,13:02,QRIS MPM 040100015 9360053519067207831403,0.0,8500.0,8769359.28
02/06,13:08,QRIS MPM 040100015 9360001410025285134403,0.0,16500.0,8785859.28
02/06,13:18,QRIS MPM 040100015 9360001410082344230403,0.0,11500.0,8797359.28
02/06,13:19,QRIS MPM 040100015 9360091830146183730403,0.0,18000.0,8815359.28
02/06,13:23,QRIS MPM 040100015 9360000812116204632403,0.0,20500.0,8835859.28
02/06,13:31,QRIS MPM 040100015 9360091534725144436403,0.0,15000.0,8850859.28
02/06,13:45,QRIS MPM 040100015 9360053519057129530403,0.0,12000.0,8862859.28
02/06,13:51,QRIS MPM 040100015 9360000812212861335403,0.0,12000.0,8874859.28
02/06,14:03,QRIS MPM 040100015 9360053513773046032403,0.0,9500.0,8884359.28
02/06,14:09,QRIS MPM 040100015 9360001410109278430403,0.0,7500.0,8891859.28
02/06,14:09,QRIS MPM 040100015 9360001410037981136403,0.0,8000.0,8899859.28
02/06,14:11,QRIS MPM 040100015 9360000812188588738403,0.0,17000.0,8916859.28
02/06,14:12,QRIS MPM 040100015 9360050110083493835403,0.0,8500.0,8925359.28
02/06,14:13,QRIS MPM 040100015 9360091830152682231403,0.0,3000.0,8928359.28
02/06,14:23,QRIS MPM 040100015 9360000210088371939403,0.0,4000.0,8932359.28
02/06,14:24,QRIS MPM 040100015 9360000210091923735403,0.0,12000.0,8944359.28
02/06,14:28,QRIS MPM 040100015 9360000812149465338403,0.0,13000.0,8957359.28
02/06,14:35,QRIS MPM 040100015 9360000210093215035403,0.0,5000.0,8962359.28
02/06,14:38,QRIS MPM 040100015 9360000812222869032403,0.0,2000.0,8964359.28
02/06,14:38,QRIS MPM 040100015 9360000210052636531403,0.0,9000.0,8973359.28
02/06,14:43,QRIS MPM 040100015 9360091830267016737403,0.0,8000.0,8981359.28
02/06,14:47,QRIS MPM 040100015 9360011010001276434403,0.0,6000.0,8987359.28
02/06,14:56,QRIS MPM 040100015 9360053513713608136403,0.0,4000.0,8991359.28
02/06,15:05,QRIS MPM 040100015 9360000210076504334403,0.0,10000.0,9001359.28
02/06,15:05,QRIS MPM 040100015 9360000210090296632403,0.0,1000.0,9002359.28
02/06,15:06,QRIS MPM 040100015 9360001410135175132403,0.0,5000.0,9007359.28
02/06,15:10,QRIS MPM 040100015 9360091531195257936403,0.0,4000.0,9011359.28
02/06,15:10,QRIS MPM 040100015 9360091531790285837403,0.0,4000.0,9015359.28
02/06,15:12,QRIS MPM 040100015 9360053517363437231403,0.0,7500.0,9022859.28
02/06,15:13,QRIS MPM 040100015 9360001410169612737403,0.0,6000.0,9028859.28
02/06,15:16,QRIS MPM 040100015 9360091533993250732403,0.0,6500.0,9035359.28
02/06,15:18,QRIS MPM 040100015 9360000210059502933403,0.0,10000.0,9045359.28
02/06,15:23,QRIS MPM 040100015 9360001410015211435403,0.0,21500.0,9066859.28
02/06,15:26,QRIS MPM 040100015 9360045111216931737403,0.0,5000.0,9071859.28
02/06,15:30,QRIS MPM 040100015 9360001410015211435403,0.0,3000.0,9074859.28
02/06,15:36,QRIS MPM 040100015 9360001410150619331403,0.0,10500.0,9085359.28
02/06,15:40,QRIS MPM 040100015 9360091536086871230403,0.0,3000.0,9088359.28
02/06,15:40,QRIS MPM 040100015 9360091830094827132403,0.0,3000.0,9091359.28
02/06,15:40,QRIS MPM 040100015 9360001410152554434403,0.0,5000.0,9096359.28
02/06,15:59,QRIS MPM 040100015 9360000812193510234403,0.0,12000.0,9108359.28
02/06,15:59,QRIS MPM 040100015 9360000812193510234403,0.0,12000.0,9120359.28
02/06,16:00,QRIS MPM 040100015 9360054210227473334403,0.0,27500.0,9147859.28
03/06,07:07,QRIS MPM 040100015 9360091535282670939403,0.0,10000.0,9157859.28
03/06,07:08,QRIS MPM 040100015 9360091539852930435403,0.0,13000.0,9170859.28
03/06,07:09,QRIS MPM 040100015 9360001410042781530403,0.0,13000.0,9183859.28
03/06,07:10,QRIS MPM 040100015 9360053513716514732403,0.0,16000.0,9199859.28
03/06,07:14,QRIS MPM 040100015 9360045111707013233403,0.0,6000.0,9205859.28
03/06,07:20,QRIS MPM 040100015 9360053513930186134403,0.0,5000.0,9210859.28
03/06,07:26,QRIS MPM 040100015 9360000210081951639403,0.0,17500.0,9228359.28
03/06,07:28,QRIS MPM 040100015 9360053514180977430403,0.0,19000.0,9247359.28
03/06,07:35,QRIS MPM 040100015 9360001410204766931403,0.0,18000.0,9265359.28
03/06,07:38,QRIS MPM 040100015 9360001410146223639403,0.0,14000.0,9279359.28
03/06,07:40,QRIS MPM 040100015 9360091430224144230403,0.0,8000.0,9287359.28
03/06,07:49,QRIS MPM 040100015 9360014710800181931403,0.0,12000.0,9299359.28
03/06,07:54,QRIS MPM 040100015 9360091535398845938403,0.0,6000.0,9305359.28
03/06,07:54,QRIS MPM 040100015 9360091534581689732403,0.0,8500.0,9313859.28
03/06,07:54,QRIS MPM 040100015 9360091830345993537403,0.0,15000.0,9328859.28
03/06,08:06,QRIS MPM 040100015 9360001410124914337403,0.0,4500.0,9333359.28
03/06,08:09,QRIS MPM 040100015 9360053517815851332403,0.0,11500.0,9344859.28
03/06,08:14,QRIS MPM 040100015 9360091530825545732403,0.0,8500.0,9353359.28
03/06,08:15,QRIS MPM 040100015 9360000911000594330403,0.0,6000.0,9359359.28
03/06,08:24,QRIS MPM 040100015 9360053518235215935403,0.0,23500.0,9382859.28
03/06,08:25,QRIS MPM 040100015 9360000812146895030403,0.0,31500.0,9414359.28
03/06,08:26,QRIS MPM 040100015 9360045111294932835403,0.0,7000.0,9421359.28
03/06,08:27,QRIS MPM 040100015 9360091535173450737403,0.0,8500.0,9429859.28
03/06,08:27,QRIS MPM 040100015 9360001410058115438403,0.0,12500.0,9442359.28
03/06,08:37,QRIS MPM 040100015 9360014710101216034403,0.0,7000.0,9449359.28
03/06,08:37,QRIS MPM 040100015 9360000910000082937403,0.0,46000.0,9495359.28
03/06,08:39,QRIS MPM 040100015 9360001410096964530403,0.0,17500.0,9512859.28
03/06,08:44,QRIS MPM 040100015 9360091285334296738403,0.0,17000.0,9529859.28
03/06,08:44,QRIS MPM 040100015 9360000210078544734403,0.0,7500.0,9537359.28
03/06,08:45,QRIS MPM 040100015 9360001410180717531403,0.0,6000.0,9543359.28
03/06,08:45,QRIS MPM 040100015 9360091534740502434403,0.0,4000.0,9547359.28
03/06,08:46,QRIS MPM 040100015 9360000812213813733403,0.0,13000.0,9560359.28
03/06,08:46,QRIS MPM 040100015 9360053512354583237403,0.0,12500.0,9572859.28
03/06,08:47,QRIS MPM 040100015 9360091830096145639403,0.0,15500.0,9588359.28
03/06,08:47,QRIS MPM 040100015 9360091535659331335403,0.0,13000.0,9601359.28
03/06,08:50,QRIS MPM 040100015 9360000210076871937403,0.0,22500.0,9623859.28
03/06,08:51,QRIS MPM 040100015 9360001410140328737403,0.0,9000.0,9632859.28
03/06,08:53,QRIS MPM 040100015 9360091531948872239403,0.0,18000.0,9650859.28
03/06,08:56,QRIS MPM 040100015 9360001410170783334403,0.0,4000.0,9654859.28
03/06,08:58,QRIS MPM 040100015 9360091288222014533403,0.0,5000.0,9659859.28
03/06,09:00,QRIS MPM 040100015 9360045112423502231403,0.0,14000.0,9673859.28
03/06,09:01,QRIS MPM 040100015 9360000210059181239403,0.0,16000.0,9689859.28
03/06,09:03,QRIS MPM 040100015 9360001410038930139403,0.0,10000.0,9699859.28
03/06,09:03,QRIS MPM 040100015 9360000812295874637403,0.0,9000.0,9708859.28
03/06,09:12,QRIS MPM 040100015 9360014710101247039403,0.0,36000.0,9744859.28
03/06,09:12,QRIS MPM 040100015 9360001410144989532403,0.0,23000.0,9767859.28
03/06,09:12,QRIS MPM 040100015 9360000210073507636403,0.0,14500.0,9782359.28
03/06,09:21,QRIS MPM 040100015 9360000812440788331403,0.0,71000.0,9853359.28
03/06,09:26,QRIS MPM 040100015 9360091536086871230403,0.0,13000.0,9866359.28
03/06,09:28,QRIS MPM 040100015 9360001410132303235403,0.0,13000.0,9879359.28
03/06,09:29,QRIS MPM 040100015 9360091535876313434403,0.0,19000.0,9898359.28
03/06,09:30,QRIS MPM 040100015 9360091430359393035403,0.0,3500.0,9901859.28
03/06,09:36,QRIS MPM 040100015 9360000210053026838403,0.0,12000.0,9913859.28
03/06,09:36,QRIS MPM 040100015 9360000911000421639403,0.0,10000.0,9923859.28
03/06,09:37,QRIS MPM 040100015 9360091830118656337403,0.0,6000.0,9929859.28
03/06,09:37,QRIS MPM 040100015 9360001410205990439403,0.0,16000.0,9945859.28
03/06,09:39,QRIS MPM 040100015 9360000812289597333403,0.0,9000.0,9954859.28
03/06,09:43,QRIS MPM 040100015 9360045111707013233403,0.0,16000.0,9970859.28
03/06,09:44,QRIS MPM 040100015 9360000812192451638403,0.0,15000.0,9985859.28
03/06,09:45,QRIS MPM 040100015 9360014711200060230403,0.0,15000.0,10000859.28
03/06,09:45,QRIS MPM 040100015 9360091531793901431403,0.0,11500.0,10012359.28
03/06,09:46,QRIS MPM 040100015 9360053511047162435403,0.0,11000.0,10023359.28
03/06,09:48,QRIS MPM 040100015 9360091430302590933403,0.0,25000.0,10048359.28
03/06,09:49,QRIS MPM 040100015 9360091830326610230403,0.0,9500.0,10057859.28
03/06,09:49,QRIS MPM 040100015 9360001410176683532403,0.0,5000.0,10062859.28
03/06,09:51,QRIS MPM 040100015 9360001410146174938403,0.0,20000.0,10082859.28
03/06,09:55,QRIS MPM 040100015 9360001410065578336403,0.0,4000.0,10086859.28
03/06,09:55,QRIS MPM 040100015 9360091430271194734403,0.0,10000.0,10096859.28
03/06,09:55,QRIS MPM 040100015 936009113517169963403,0.0,10000.0,10106859.28
03/06,09:57,QRIS MPM 040100015 9360091533406175631403,0.0,15000.0,10121859.28
03/06,09:57,QRIS MPM 040100015 9360001410090467534403,0.0,12000.0,10133859.28
03/06,09:57,QRIS MPM 040100015 9360053515563406333403,0.0,11000.0,10144859.28
03/06,09:58,QRIS MPM 040100015 9360050110097572131403,0.0,14500.0,10159359.28
03/06,09:59,QRIS MPM 040100015 9360053514296428830403,0.0,5000.0,10164359.28
03/06,09:59,QRIS MPM 040100015 9360091531721614134403,0.0,3500.0,10167859.28
03/06,10:00,QRIS MPM 040100015 9360000812294936930403,0.0,4000.0,10171859.28
03/06,10:09,QRIS MPM 040100015 9360053510071895938403,0.0,10000.0,10181859.28
03/06,10:13,QRIS MPM 040100015 9360053518136575432403,0.0,20000.0,10201859.28
03/06,10:20,QRIS MPM 040100015 9360001410133483632403,0.0,8000.0,10209859.28
03/06,10:22,QRIS MPM 040100015 9360000812016042831403,0.0,13000.0,10222859.28
03/06,10:23,QRIS MPM 040100015 9360001410044768631403,0.0,25000.0,10247859.28
03/06,10:25,QRIS MPM 040100015 9360054250424348035403,0.0,14000.0,10261859.28
03/06,10:25,QRIS MPM 040100015 9360001410110585233403,0.0,19500.0,10281359.28
03/06,10:25,QRIS MPM 040100015 9360053513501797531403,0.0,10000.0,10291359.28
03/06,10:26,QRIS MPM 040100015 9360001410055390434403,0.0,15500.0,10306859.28
03/06,10:26,QRIS MPM 040100015 9360091533834473334403,0.0,16500.0,10323359.28
03/06,10:28,QRIS MPM 040100015 9360001410090359337403,0.0,6000.0,10329359.28
03/06,10:28,QRIS MPM 040100015 9360000210091696032403,0.0,13000.0,10342359.28
03/06,10:36,QRIS MPM 040100015 9360091535613288237403,0.0,15000.0,10357359.28
03/06,10:43,QRIS MPM 040100015 9360000210074429931403,0.0,10500.0,10367859.28
03/06,10:49,QRIS MPM 040100015 9360000210091354437403,0.0,16500.0,10384359.28
03/06,10:52,QRIS MPM 040100015 9360053514512863330403,0.0,4000.0,10388359.28
03/06,10:55,QRIS MPM 040100015 9360091531674766939403,0.0,16000.0,10404359.28
03/06,10:55,QRIS MPM 040100015 9360053518941013036403,0.0,9500.0,10413859.28
03/06,10:58,QRIS MPM 040100015 9360001410210535432403,0.0,9000.0,10422859.28
03/06,11:03,QRIS MPM 040100015 9360000210093236732403,0.0,12000.0,10434859.28
03/06,11:04,QRIS MPM 040100015 9360000210045331833403,0.0,6000.0,10440859.28
03/06,11:04,QRIS MPM 040100015 9360091535382250439403,0.0,21000.0,10461859.28
03/06,11:08,QRIS MPM 040100015 9360091534264850733403,0.0,2500.0,10464359.28
03/06,11:09,QRIS MPM 040100015 9360001410083168930403,0.0,29500.0,10493859.28
03/06,11:09,QRIS MPM 040100015 9360053517296175438403,0.0,10000.0,10503859.28
03/06,11:10,QRIS MPM 040100015 9360091537223468532403,0.0,8000.0,10511859.28
03/06,11:14,QRIS MPM 040100015 9360000210075832334403,0.0,19000.0,10530859.28
03/06,11:15,QRIS MPM 040100015 9360000210091926134403,0.0,29000.0,10559859.28
03/06,11:15,QRIS MPM 040100015 9360001410136404036403,0.0,9500.0,10569359.28
03/06,11:17,QRIS MPM 040100015 9360000210052532232403,0.0,15500.0,10584859.28
03/06,11:30,QRIS MPM 040100015 9360091530828934434403,0.0,18500.0,10603359.28
03/06,11:31,QRIS MPM 040100015 9360045112472822934403,0.0,9000.0,10612359.28
03/06,11:33,QRIS MPM 040100015 9360001410041610237403,0.0,6000.0,10618359.28
03/06,11:36,QRIS MPM 040100015 9360001410150619331403,0.0,18000.0,10636359.28
03/06,11:36,QRIS MPM 040100015 9360091534981614536403,0.0,12000.0,10648359.28
03/06,11:38,QRIS MPM 040100015 9360091285694755130403,0.0,7000.0,10655359.28
03/06,11:38,QRIS MPM 040100015 9360001410156869830403,0.0,19000.0,10674359.28
03/06,11:41,QRIS MPM 040100015 9360001410133014733403,0.0,8000.0,10682359.28
03/06,11:43,QRIS MPM 040100015 9360000210092833034403,0.0,22000.0,10704359.28
03/06,11:46,QRIS MPM 040100015 9360053514499058137403,0.0,19000.0,10723359.28
03/06,11:47,QRIS MPM 040100015 9360000210073575637403,0.0,13500.0,10736859.28
03/06,11:50,QRIS MPM 040100015 9360014710101215836403,0.0,6500.0,10743359.28
03/06,11:51,QRIS MPM 040100015 9360045112346599733403,0.0,10000.0,10753359.28
03/06,11:52,QRIS MPM 040100015 9360091531436468934403,0.0,34000.0,10787359.28
03/06,11:57,QRIS MPM 040100015 9360091534264850733403,0.0,7000.0,10794359.28
03/06,11:57,QRIS MPM 040100015 9360001410180848037403,0.0,21000.0,10815359.28
03/06,11:59,QRIS MPM 040100015 9360000812109134734403,0.0,18000.0,10833359.28
03/06,12:01,QRIS MPM 040100015 9360000210086284237403,0.0,5500.0,10838859.28
03/06,12:03,QRIS MPM 040100015 9360045112354368839403,0.0,17000.0,10855859.28
03/06,12:03,QRIS MPM 040100015 9360091534157631037403,0.0,8000.0,10863859.28
03/06,12:03,QRIS MPM 040100015 9360001410136389932403,0.0,6500.0,10870359.28
03/06,12:05,QRIS MPM 040100015 9360091830725730633403,0.0,25500.0,10895859.28
03/06,12:08,QRIS MPM 040100015 9360001410110585233403,0.0,9000.0,10904859.28
03/06,12:09,QRIS MPM 040100015 9360091533942389938403,0.0,9000.0,10913859.28
03/06,12:10,QRIS MPM 040100015 9360091830292300934403,0.0,10500.0,10924359.28
03/06,12:10,QRIS MPM 040100015 9360091830077722132403,0.0,8000.0,10932359.28
