TGL,WAKTU,KETERANGAN,DEBET,KREDIT,SALDO
03/05,10:04,QRIS MPM 040100015 9360001410171799133403,0.0,10000.0,11174156.65
03/05,10:07,QRIS MPM 040100015 9360014710101215835403,0.0,40000.0,11214156.65
03/05,10:12,QRIS MPM 040100015 9360091285659331931403,0.0,10000.0,11224156.65
03/05,10:18,QRIS MPM 040100015 9360091534838049232403,0.0,20000.0,11244156.65
03/05,10:20,QRIS MPM 040100015 9360001410066011536403,0.0,50000.0,11294156.65
03/05,10:20,QRIS MPM 040100015 9360000812042657337403,0.0,6000.0,11300156.65
03/05,10:47,QRIS MPM 040100015 9360091830180902435403,0.0,10000.0,11310156.65
03/05,11:03,QRIS MPM 040100015 9360000210052673537403,0.0,50000.0,11360156.65
03/05,11:03,QRIS MPM 040100015 9360000210092767130403,0.0,15000.0,11375156.65
03/05,11:10,QRIS MPM 040100015 9360091531065848937403,0.0,17000.0,11392156.65
03/05,11:13,QRIS MPM 040100015 9360091533770023438403,0.0,5000.0,11397156.65
03/05,11:21,QRIS MPM 040100015 9360091532067086439403,0.0,16000.0,11413156.65
03/05,11:22,QRIS MPM 040100015 9360000210053026838403,0.0,9500.0,11422656.65
03/05,11:29,QRIS MPM 040100015 9360001410144940932403,0.0,17000.0,11439656.65
03/05,11:29,QRIS MPM 040100015 9360001410153232536403,0.0,5000.0,11444656.65
05/05,07:08,QRIS MPM 040100015 9360001410184635531403,0.0,3500.0,11448156.65
05/05,07:16,QRIS MPM 040100015 9360001410151127334403,0.0,7000.0,11455156.65
05/05,07:16,QRIS MPM 040100015 9360045111436438231403,0.0,10000.0,11465156.65
05/05,07:19,QRIS MPM 040100015 9360091532511977332403,0.0,6000.0,11471156.65
05/05,07:28,QRIS MPM 040100015 9360091531891219537403,0.0,16000.0,11487156.65
05/05,07:30,QRIS MPM 040100015 9360000812289729735403,0.0,6000.0,11493156.65
05/05,07:30,QRIS MPM 040100015 9360091534107162534403,0.0,5000.0,11498156.65
05/05,07:33,QRIS MPM 040100015 9360014710101247038403,0.0,5500.0,11503656.65
05/05,07:35,QRIS MPM 040100015 9360001410170783334403,0.0,15000.0,11518656.65
05/05,07:39,QRIS MPM 040100015 9360091537631442830403,0.0,12500.0,11531156.65
05/05,07:40,QRIS MPM 040100015 9360091535133245632403,0.0,14000.0,11545156.65
05/05,07:41,QRIS MPM 040100015 9360091830119592239403,0.0,7000.0,11552156.65
05/05,07:52,QRIS MPM 040100015 9360091830156094130403,0.0,3000.0,11555156.65
05/05,07:58,QRIS MPM 040100015 9360091830708179932403,0.0,6000.0,11561156.65
05/05,07:58,QRIS MPM 040100015 9360091530998672530403,0.0,10000.0,11571156.65
05/05,07:59,QRIS MPM 040100015 9360091830708179932403,0.0,6000.0,11577156.65
05/05,08:26,QRIS MPM 040100015 9360091530064858536403,0.0,8500.0,11585656.65
05/05,08:26,QRIS MPM 040100015 9360091830672158238403,0.0,4000.0,11589656.65
05/05,08:30,QRIS MPM 040100015 9360000210081951639403,0.0,8000.0,11597656.65
05/05,08:30,QRIS MPM 040100015 9360091531849814637403,0.0,13500.0,11611156.65
05/05,08:30,QRIS MPM 040100015 9360053513867646834403,0.0,16500.0,11627656.65
05/05,08:33,QRIS MPM 040100015 9360001410137481235403,0.0,7000.0,11634656.65
05/05,08:43,QRIS MPM 040100015 9360047210389511238403,0.0,16000.0,11650656.65
05/05,08:46,QRIS MPM 040100015 9360091430061641539403,0.0,23000.0,11673656.65
05/05,08:56,QRIS MPM 040100015 9360001410204766931403,0.0,13000.0,11686656.65
05/05,08:56,QRIS MPM 040100015 9360000210093780233403,0.0,8500.0,11695156.65
05/05,08:58,QRIS MPM 040100015 9360001410131900938403,0.0,10000.0,11705156.65
05/05,08:58,QRIS MPM 040100015 9360000210082809433403,0.0,16500.0,11721656.65
05/05,08:58,QRIS MPM 040100015 9360001410059384337403,0.0,9000.0,11730656.65
05/05,08:59,QRIS MPM 040100015 9360091539133382838403,0.0,13500.0,11744156.65
05/05,09:00,QRIS MPM 040100015 9360091531549102132403,0.0,17500.0,11761656.65
05/05,09:01,QRIS MPM 040100015 9360091531793901431403,0.0,10500.0,11772156.65
05/05,09:01,QRIS MPM 040100015 9360091537884060033403,0.0,7500.0,11779656.65
05/05,09:01,QRIS MPM 040100015 9360001410122370630403,0.0,6000.0,11785656.65
05/05,09:02,QRIS MPM 040100015 9360001410190583131403,0.0,13000.0,11798656.65
05/05,09:03,QRIS MPM 040100015 9360091533480247839403,0.0,16500.0,11815156.65
05/05,09:04,QRIS MPM 040100015 9360000812073585435403,0.0,21500.0,11836656.65
05/05,09:06,QRIS MPM 040100015 9360001410185230036403,0.0,9000.0,11845656.65
05/05,09:07,QRIS MPM 040100015 9360000210079161039403,0.0,12500.0,11858156.65
05/05,09:07,QRIS MPM 040100015 9360000812146276538403,0.0,15000.0,11873156.65
05/05,09:07,QRIS MPM 040100015 9360001410011256031403,0.0,7000.0,11880156.65
05/05,09:08,QRIS MPM 040100015 9360091530614347034403,0.0,16000.0,11896156.65
05/05,09:12,QRIS MPM 040100015 9360091830406368931403,0.0,8500.0,11904656.65
05/05,09:12,QRIS MPM 040100015 9360001410099931837403,0.0,10000.0,11914656.65
05/05,09:12,QRIS MPM 040100015 9360001410174145931403,0.0,20000.0,11934656.65
05/05,09:12,QRIS MPM 040100015 9360001410190575031403,0.0,7000.0,11941656.65
05/05,09:14,QRIS MPM 040100015 9360000210059231530403,0.0,14500.0,11956156.65
05/05,09:14,QRIS MPM 040100015 9360048416261042237403,0.0,7000.0,11963156.65
05/05,09:14,QRIS MPM 040100015 9360053510078504538403,0.0,13500.0,11976656.65
05/05,09:15,QRIS MPM 040100015 9360000210068963239403,0.0,18000.0,11994656.65
05/05,09:15,QRIS MPM 040100015 9360091536809389231403,0.0,17000.0,12011656.65
05/05,09:16,QRIS MPM 040100015 9360091538585188332403,0.0,18500.0,12030156.65
05/05,09:20,QRIS MPM 040100015 9360091831314525537403,0.0,12000.0,12042156.65
05/05,09:21,QRIS MPM 040100015 9360000812289729735403,0.0,9000.0,12051156.65
05/05,09:26,QRIS MPM 040100015 9360001410042781530403,0.0,9500.0,12060656.65
05/05,09:27,QRIS MPM 040100015 9360001410096964530403,0.0,17000.0,12077656.65
05/05,09:27,QRIS MPM 040100015 9360091532341062232403,0.0,13000.0,12090656.65
05/05,09:28,QRIS MPM 040100015 9360091831425524837403,0.0,4000.0,12094656.65
05/05,09:34,QRIS MPM 040100015 9360001410115989733403,0.0,23000.0,12117656.65
05/05,09:34,QRIS MPM 040100015 9360000812223411033403,0.0,9000.0,12126656.65
05/05,09:35,QRIS MPM 040100015 9360000210092903533403,0.0,14500.0,12141156.65
05/05,09:36,QRIS MPM 040100015 9360091532477051032403,0.0,8000.0,12149156.65
05/05,09:37,QRIS MPM 040100015 9360000210056596136403,0.0,13000.0,12162156.65
05/05,09:41,QRIS MPM 040100015 9360000210088023831403,0.0,6000.0,12168156.65
05/05,09:46,QRIS MPM 040100015 9360014710800140736403,0.0,9000.0,12177156.65
05/05,09:47,QRIS MPM 040100015 9360000210091895334403,0.0,3500.0,12180656.65
05/05,09:48,QRIS MPM 040100015 9360000210091883938403,0.0,12000.0,12192656.65
05/05,09:50,QRIS MPM 040100015 9360091535734399231403,0.0,27000.0,12219656.65
05/05,09:50,QRIS MPM 040100015 9360045111294932835403,0.0,16000.0,12235656.65
05/05,09:51,QRIS MPM 040100015 9360000210092224430403,0.0,10000.0,12245656.65
05/05,09:52,QRIS MPM 040100015 9360091530318431136403,0.0,8500.0,12254156.65
05/05,09:52,QRIS MPM 040100015 9360053514801862137403,0.0,13000.0,12267156.65
05/05,09:52,QRIS MPM 040100015 9360091530318431136403,0.0,3000.0,12270156.65
05/05,09:58,QRIS MPM 040100015 9360091535047083134403,0.0,16000.0,12286156.65
05/05,10:02,QRIS MPM 040100015 9360001410180966439403,0.0,18000.0,12304156.65
05/05,10:08,QRIS MPM 040100015 9360001410067656038403,0.0,8000.0,12312156.65
05/05,10:09,QRIS MPM 040100015 9360000210091920437403,0.0,19000.0,12331156.65
05/05,10:09,QRIS MPM 040100015 9360001410105299735403,0.0,21500.0,12352656.65
05/05,10:13,QRIS MPM 040100015 9360001410209357730403,0.0,19000.0,12371656.65
05/05,10:13,QRIS MPM 040100015 9360053515993755035403,0.0,13000.0,12384656.65
05/05,10:14,QRIS MPM 040100015 9360091430296556532403,0.0,9000.0,12393656.65
05/05,10:16,QRIS MPM 040100015 9360091538725373330403,0.0,14000.0,12407656.65
05/05,10:16,QRIS MPM 040100015 9360000210083780532403,0.0,12500.0,12420156.65
05/05,10:16,QRIS MPM 040100015 9360091830301542234403,0.0,7000.0,12427156.65
05/05,10:17,QRIS MPM 040100015 9360001410170272137403,0.0,12000.0,12439156.65
05/05,10:18,QRIS MPM 040100015 9360091534272300531403,0.0,5000.0,12444156.65
05/05,10:19,QRIS MPM 040100015 9360001410041710931403,0.0,22000.0,12466156.65
05/05,10:19,QRIS MPM 040100015 9360000210054923238403,0.0,10000.0,12476156.65
05/05,10:23,QRIS MPM 040100015 9360001410065578336403,0.0,3500.0,12479656.65
05/05,10:23,QRIS MPM 040100015 9360001410022189935403,0.0,10000.0,12489656.65
05/05,10:23,QRIS MPM 040100015 9360053518941013036403,0.0,9500.0,12499156.65
05/05,10:23,QRIS MPM 040100015 9360053515781938337403,0.0,3000.0,12502156.65
05/05,10:24,QRIS MPM 040100015 9360091533443978030403,0.0,11000.0,12513156.65
05/05,10:25,QRIS MPM 040100015 9360011011060829439403,0.0,23000.0,12536156.65
05/05,10:26,QRIS MPM 040100015 9360091830441495533403,0.0,6000.0,12542156.65
05/05,10:27,QRIS MPM 040100015 9360091535282670939403,0.0,17000.0,12559156.65
05/05,10:27,QRIS MPM 040100015 9360001410015244433403,0.0,10500.0,12569656.65
05/05,10:27,QRIS MPM 040100015 9360091539879665039403,0.0,19000.0,12588656.65
05/05,10:28,QRIS MPM 040100015 9360000210096022231403,0.0,10000.0,12598656.65
05/05,10:29,QRIS MPM 040100015 9360091535282670939403,0.0,10000.0,12608656.65
05/05,10:32,QRIS MPM 040100015 9360091830858800238403,0.0,16000.0,12624656.65
05/05,10:32,QRIS MPM 040100015 9360000911000421639403,0.0,5500.0,12630156.65
05/05,10:33,QRIS MPM 040100015 9360091537692011133403,0.0,11000.0,12641156.65
05/05,10:34,QRIS MPM 040100015 9360091534133265834403,0.0,20000.0,12661156.65
05/05,10:35,QRIS MPM 040100015 9360091536459482538403,0.0,6500.0,12667656.65
05/05,10:35,QRIS MPM 040100015 9360091830686439036403,0.0,5000.0,12672656.65
05/05,10:37,QRIS MPM 040100015 9360000911000594330403,0.0,12000.0,12684656.65
05/05,10:42,QRIS MPM 040100015 9360001410140745834403,0.0,5000.0,12689656.65
05/05,10:44,QRIS MPM 040100015 9360001410012900133403,0.0,20000.0,12709656.65
05/05,10:54,QRIS MPM 040100015 9360000210078572732403,0.0,11000.0,12720656.65
05/05,11:03,QRIS MPM 040100015 9360000912001238931403,0.0,10500.0,12731156.65
05/05,11:03,QRIS MPM 040100015 9360000812228186437403,0.0,3000.0,12734156.65
05/05,11:05,QRIS MPM 040100015 9360001410079550833403,0.0,13000.0,12747156.65
05/05,11:08,QRIS MPM 040100015 9360000812174462437403,0.0,9000.0,12756156.65
05/05,11:13,QRIS MPM 040100015 9360001410029684733403,0.0,20000.0,12776156.65
05/05,11:14,QRIS MPM 040100015 9360091534086410532403,0.0,3500.0,12779656.65
05/05,11:16,QRIS MPM 040100015 9360091536689048330403,0.0,5500.0,12785156.65
05/05,11:16,QRIS MPM 040100015 9360000210071857635403,0.0,16000.0,12801156.65
05/05,11:20,QRIS MPM 040100015 9360053511556894330403,0.0,13000.0,12814156.65
05/05,11:27,QRIS MPM 040100015 9360001410168222534403,0.0,12500.0,12826656.65
05/05,11:29,QRIS MPM 040100015 9360091830154682734403,0.0,9000.0,12835656.65
05/05,11:33,QRIS MPM 040100015 9360000210086493536403,0.0,7500.0,12843156.65
05/05,11:33,QRIS MPM 040100015 9360000210073965834403,0.0,17000.0,12860156.65
05/05,11:36,QRIS MPM 040100015 9360000210091878734403,0.0,19500.0,12879656.65
05/05,11:38,QRIS MPM 040100015 9360000210093236732403,0.0,10000.0,12889656.65
05/05,11:40,QRIS MPM 040100015 9360091533770023438403,0.0,11000.0,12900656.65
05/05,11:41,QRIS MPM 040100015 9360048417811044932403,0.0,16000.0,12916656.65
05/05,11:51,QRIS MPM 040100015 9360053513213884435403,0.0,3500.0,12920156.65
05/05,11:54,QRIS MPM 040100015 9360014711200060230403,0.0,8000.0,12928156.65
05/05,11:55,QRIS MPM 040100015 9360045111070265637403,0.0,17000.0,12945156.65
05/05,11:57,QRIS MPM 040100015 936009113517169963403,0.0,10000.0,12955156.65
05/05,11:57,QRIS MPM 040100015 9360091539687920430403,0.0,12000.0,12967156.65
05/05,11:57,QRIS MPM 040100015 9360091430308353937403,0.0,24000.0,12991156.65
05/05,11:58,QRIS MPM 040100015 9360001410204452037403,0.0,22000.0,13013156.65
05/05,12:01,QRIS MPM 040100015 9360001410000484932403,0.0,42500.0,13055656.65
05/05,12:01,QRIS MPM 040100015 9360047210558333235403,0.0,12000.0,13067656.65
05/05,12:05,QRIS MPM 040100015 9360091539397280832403,0.0,8000.0,13075656.65
05/05,12:14,QRIS MPM 040100015 9360001410095243431403,0.0,4000.0,13079656.65
05/05,12:16,QRIS MPM 040100015 9360053511963181131403,0.0,16500.0,13096156.65
05/05,12:17,QRIS MPM 040100015 9360091532138547230403,0.0,12000.0,13108156.65
05/05,12:22,QRIS MPM 040100015 9360000912000438431403,0.0,3500.0,13111656.65
05/05,12:25,QRIS MPM 040100015 9360053511289162531403,0.0,13500.0,13125156.65
05/05,12:26,QRIS MPM 040100015 9360045111707013233403,0.0,26000.0,13151156.65
05/05,12:26,QRIS MPM 040100015 9360000812295874637403,0.0,9000.0,13160156.65
05/05,12:27,QRIS MPM 040100015 9360000812295874637403,0.0,9000.0,13169156.65
05/05,12:27,QRIS MPM 040100015 9360091830487903632403,0.0,18000.0,13187156.65
05/05,12:32,QRIS MPM 040100015 9360091534157631037403,0.0,6000.0,13193156.65
05/05,12:37,QRIS MPM 040100015 9360000912002537835403,0.0,15000.0,13208156.65
05/05,12:37,QRIS MPM 040100015 9360091532511977332403,0.0,20000.0,13228156.65
05/05,12:41,QRIS MPM 040100015 9360001410093860436403,0.0,12000.0,13240156.65
05/05,12:44,QRIS MPM 040100015 9360091430145670034403,0.0,6500.0,13246656.65
