TGL,WAKTU,KETERANGAN,DEBET,KREDIT,SALDO
05/01,09:36,QRIS MPM 040100015 9360000210077756032403,0.0,28000.0,3600677.56
05/01,09:39,QRIS MPM 040100015 9360053517485763433403,0.0,3000.0,3603677.56
05/01,09:40,QRIS MPM 040100015 9360053519602771430403,0.0,13000.0,3616677.56
05/01,09:46,QRIS MPM 040100015 9360091535313509433403,0.0,2500.0,3619177.56
05/01,09:46,QRIS MPM 040100015 9360001410250185734403,0.0,12000.0,3631177.56
05/01,09:48,QRIS MPM 040100015 9360000210058655135403,0.0,9000.0,3640177.56
05/01,09:49,QRIS MPM 040100015 9360000210111923530403,0.0,26000.0,3666177.56
05/01,09:49,QRIS MPM 040100015 9360053513473447938403,0.0,2000.0,3668177.56
05/01,09:50,QRIS MPM 040100015 9360091430312406032403,0.0,12000.0,3680177.56
05/01,09:50,QRIS MPM 040100015 9360053513628509831403,0.0,10000.0,3690177.56
05/01,09:53,QRIS MPM 040100015 9360045112014158633403,0.0,15000.0,3705177.56
05/01,09:53,QRIS MPM 040100015 9360000210057190131403,0.0,5000.0,3710177.56
05/01,09:55,QRIS MPM 040100015 9360091539815978633403,0.0,14500.0,3724677.56
05/01,10:04,QRIS MPM 040100015 9360000210108464133403,0.0,18000.0,3742677.56
05/01,10:04,QRIS MPM 040100015 9360000912000815435403,0.0,9000.0,3751677.56
05/01,10:04,QRIS MPM 040100015 9360000812223016835403,0.0,16500.0,3768177.56
05/01,10:06,QRIS MPM 040100015 9360001410216119933403,0.0,19500.0,3787677.56
05/01,10:07,QRIS MPM 040100015 9360000210078446631403,0.0,13000.0,3800677.56
05/01,10:08,QRIS MPM 040100015 9360091531882367336403,0.0,20500.0,3821177.56
05/01,10:10,QRIS MPM 040100015 9360091535597574837403,0.0,18000.0,3839177.56
05/01,10:10,QRIS MPM 040100015 9360000210077753237403,0.0,18000.0,3857177.56
05/01,10:11,QRIS MPM 040100015 9360091539782168534403,0.0,35500.0,3892677.56
05/01,10:14,QRIS MPM 040100015 9360091531329826437403,0.0,7000.0,3899677.56
05/01,10:14,QRIS MPM 040100015 9360000210088023831403,0.0,6500.0,3906177.56
05/01,10:16,QRIS MPM 040100015 9360001410208793631403,0.0,7000.0,3913177.56
05/01,10:20,QRIS MPM 040100015 9360091538725373330403,0.0,9000.0,3922177.56
05/01,10:21,QRIS MPM 040100015 9360001410185762235403,0.0,3000.0,3925177.56
05/01,10:23,QRIS MPM 040100015 9360091534021694534403,0.0,7000.0,3932177.56
05/01,10:25,QRIS MPM 040100015 9360091830276877337403,0.0,17500.0,3949677.56
05/01,10:26,QRIS MPM 040100015 9360001410079662130403,0.0,14500.0,3964177.56
05/01,10:26,QRIS MPM 040100015 9360045112908754137403,0.0,12000.0,3976177.56
05/01,10:26,QRIS MPM 040100015 9360001410174145931403,0.0,14500.0,3990677.56
05/01,10:27,QRIS MPM 040100015 9360091536230697938403,0.0,9500.0,4000177.56
05/01,10:27,QRIS MPM 040100015 9360091531860255533403,0.0,7000.0,4007177.56
05/01,10:28,QRIS MPM 040100015 9360054219358782136403,0.0,5500.0,4012677.56
05/01,10:29,QRIS MPM 040100015 9360045111496762534403,0.0,15500.0,4028177.56
05/01,10:29,QRIS MPM 040100015 9360053511882907034403,0.0,2000.0,4030177.56
05/01,10:29,QRIS MPM 040100015 9360045111496762534403,0.0,15500.0,4045677.56
05/01,10:30,QRIS MPM 040100015 9360000910001079532403,0.0,12000.0,4057677.56
05/01,10:32,QRIS MPM 040100015 9360000210079490436403,0.0,10000.0,4067677.56
05/01,10:33,QRIS MPM 040100015 9360053516742668336403,0.0,17000.0,4084677.56
05/01,10:33,QRIS MPM 040100015 9360000812289597333403,0.0,19500.0,4104177.56
05/01,10:37,QRIS MPM 040100015 9360091533480247839403,0.0,6000.0,4110177.56
05/01,10:37,QRIS MPM 040100015 9360091830262168638403,0.0,12500.0,4122677.56
05/01,10:38,QRIS MPM 040100015 9360091538387116636403,0.0,12000.0,4134677.56
05/01,10:39,QRIS MPM 040100015 9360000812256142334403,0.0,17000.0,4151677.56
05/01,10:41,QRIS MPM 040100015 9360091532276169632403,0.0,9000.0,4160677.56
05/01,10:41,QRIS MPM 040100015 9360000210107590237403,0.0,15500.0,4176177.56
05/01,10:41,QRIS MPM 040100015 9360000210091488038403,0.0,10000.0,4186177.56
05/01,10:41,QRIS MPM 040100015 9360001410172195231403,0.0,6500.0,4192677.56
05/01,10:42,QRIS MPM 040100015 9360000210069442730403,0.0,3000.0,4195677.56
05/01,10:43,QRIS MPM 040100015 9360091537518250937403,0.0,10000.0,4205677.56
05/01,10:43,QRIS MPM 040100015 9360001410190583131403,0.0,15500.0,4221177.56
05/01,10:43,QRIS MPM 040100015 9360091430236302833403,0.0,19000.0,4240177.56
05/01,10:46,QRIS MPM 040100015 9360001410054092335403,0.0,13500.0,4253677.56
05/01,10:47,QRIS MPM 040100015 9360091535718687932403,0.0,10000.0,4263677.56
05/01,10:49,QRIS MPM 040100015 9360050110071092233403,0.0,9500.0,4273177.56
05/01,10:49,QRIS MPM 040100015 9360091537333398131403,0.0,15000.0,4288177.56
05/01,10:49,QRIS MPM 040100015 9360001410229548836403,0.0,9000.0,4297177.56
05/01,10:51,QRIS MPM 040100015 9360000210111759837403,0.0,9500.0,4306677.56
05/01,10:52,QRIS MPM 040100015 9360000911000179031403,0.0,14000.0,4320677.56
05/01,10:55,QRIS MPM 040100015 9360000812171040639403,0.0,29000.0,4349677.56
05/01,10:56,QRIS MPM 040100015 9360091830747794239403,0.0,7000.0,4356677.56
05/01,11:04,QRIS MPM 040100015 9360000210077920536403,0.0,4000.0,4360677.56
05/01,11:04,QRIS MPM 040100015 9360091830154953938403,0.0,13000.0,4373677.56
05/01,11:05,QRIS MPM 040100015 9360000812215125633403,0.0,12500.0,4386177.56
05/01,11:10,QRIS MPM 040100015 9360091831225303437403,0.0,33500.0,4419677.56
05/01,11:11,QRIS MPM 040100015 9360000910001827938403,0.0,8000.0,4427677.56
05/01,11:13,QRIS MPM 040100015 9360091534838049232403,0.0,19000.0,4446677.56
05/01,11:13,QRIS MPM 040100015 9360000910000578033403,0.0,16000.0,4462677.56
05/01,11:14,QRIS MPM 040100015 9360053515711944633403,0.0,9500.0,4472177.56
05/01,11:15,QRIS MPM 040100015 9360091830530269935403,0.0,5000.0,4477177.56
05/01,11:16,QRIS MPM 040100015 9360091536146081733403,0.0,17000.0,4494177.56
05/01,11:20,QRIS MPM 040100015 9360091539915575334403,0.0,10000.0,4504177.56
05/01,11:22,QRIS MPM 040100015 9360091535937504031403,0.0,3500.0,4507677.56
05/01,11:23,QRIS MPM 040100015 9360053511597595334403,0.0,10000.0,4517677.56
05/01,11:24,QRIS MPM 040100015 9360091531485419837403,0.0,9500.0,4527177.56
05/01,11:25,QRIS MPM 040100015 9360091831292819331403,0.0,7000.0,4534177.56
05/01,11:29,QRIS MPM 040100015 9360001410084092230403,0.0,4000.0,4538177.56
05/01,11:37,QRIS MPM 040100015 9360001410031175336403,0.0,3000.0,4541177.56
05/01,11:41,QRIS MPM 040100015 9360001410048904337403,0.0,5000.0,4546177.56
05/01,11:41,QRIS MPM 040100015 9360053518198882234403,0.0,22000.0,4568177.56
05/01,11:42,QRIS MPM 040100015 9360053512066281632403,0.0,27000.0,4595177.56
05/01,11:44,QRIS MPM 040100015 9360091830023545438403,0.0,13000.0,4608177.56
05/01,11:45,QRIS MPM 040100015 9360000210088148635403,0.0,24000.0,4632177.56
05/01,11:48,QRIS MPM 040100015 9360091530455547635403,0.0,8500.0,4640677.56
05/01,11:49,QRIS MPM 040100015 9360000910000224939403,0.0,17500.0,4658177.56
05/01,11:51,QRIS MPM 040100015 9360091535088950039403,0.0,5500.0,4663677.56
05/01,11:53,QRIS MPM 040100015 9360091830320638734403,0.0,15500.0,4679177.56
05/01,11:53,QRIS MPM 040100015 9360091830106176935403,0.0,16000.0,4695177.56
05/01,11:54,QRIS MPM 040100015 9360045112948235733403,0.0,19000.0,4714177.56
05/01,11:56,QRIS MPM 040100015 9360091537407629235403,0.0,3000.0,4717177.56
05/01,11:57,QRIS MPM 040100015 9360000210108464133403,0.0,20500.0,4737677.56
05/01,11:58,QRIS MPM 040100015 9360053516540679030403,0.0,14000.0,4751677.56
05/01,11:58,QRIS MPM 040100015 9360053519078287934403,0.0,4000.0,4755677.56
05/01,11:58,QRIS MPM 040100015 9360053519548712234403,0.0,12000.0,4767677.56
05/01,11:58,QRIS MPM 040100015 9360091430429717838403,0.0,3000.0,4770677.56
05/01,11:59,QRIS MPM 040100015 9360091535575721132403,0.0,22500.0,4793177.56
05/01,11:59,QRIS MPM 040100015 9360091430161900231403,0.0,9500.0,4802677.56
05/01,12:00,QRIS MPM 040100015 9360045112087702531403,0.0,3000.0,4805677.56
05/01,12:01,QRIS MPM 040100015 9360053517869195231403,0.0,4000.0,4809677.56
05/01,12:01,QRIS MPM 040100015 9360091531086828634403,0.0,3500.0,4813177.56
05/01,12:01,QRIS MPM 040100015 9360001410107748939403,0.0,20000.0,4833177.56
05/01,12:02,QRIS MPM 040100015 9360053510078504538403,0.0,13500.0,4846677.56
05/01,12:03,QRIS MPM 040100015 9360050110014256937403,0.0,10500.0,4857177.56
05/01,12:19,QRIS MPM 040100015 9360091535659331335403,0.0,16000.0,4873177.56
05/01,12:20,QRIS MPM 040100015 9360000812236825633403,0.0,11500.0,4884677.56
05/01,12:21,QRIS MPM 040100015 9360000210084201131403,0.0,9500.0,4894177.56
05/01,12:23,QRIS MPM 040100015 9360091430288624237403,0.0,12000.0,4906177.56
05/01,12:24,QRIS MPM 040100015 9360053519793556735403,0.0,8500.0,4914677.56
05/01,12:24,QRIS MPM 040100015 9360001410210535432403,0.0,6500.0,4921177.56
05/01,12:24,QRIS MPM 040100015 9360001410184635531403,0.0,6500.0,4927677.56
05/01,12:27,QRIS MPM 040100015 9360091531437854538403,0.0,10500.0,4938177.56
05/01,12:27,QRIS MPM 040100015 9360091831065440535403,0.0,12000.0,4950177.56
05/01,12:28,QRIS MPM 040100015 9360091430296932637403,0.0,13000.0,4963177.56
05/01,12:30,QRIS MPM 040100015 9360091530494792939403,0.0,8500.0,4971677.56
05/01,12:34,QRIS MPM 040100015 9360053513628509831403,0.0,9000.0,4980677.56
05/01,12:37,QRIS MPM 040100015 9360091537925039233403,0.0,8500.0,4989177.56
05/01,12:41,QRIS MPM 040100015 9360091830362017135403,0.0,10000.0,4999177.56
05/01,12:42,QRIS MPM 040100015 9360091533088572335403,0.0,5500.0,5004677.56
05/01,12:45,QRIS MPM 040100015 9360091531897314738403,0.0,10000.0,5014677.56
05/01,12:45,QRIS MPM 040100015 9360000912000052337403,0.0,18500.0,5033177.56
05/01,12:48,QRIS MPM 040100015 9360014710800139937403,0.0,10500.0,5043677.56
05/01,12:48,QRIS MPM 040100015 9360053516078496631403,0.0,14500.0,5058177.56
05/01,12:48,QRIS MPM 040100015 9360001410190583131403,0.0,22500.0,5080677.56
05/01,12:49,QRIS MPM 040100015 9360000812219151432403,0.0,8500.0,5089177.56
05/01,12:49,QRIS MPM 040100015 9360001410122370630403,0.0,8000.0,5097177.56
05/01,12:49,QRIS MPM 040100015 9360001410148429338403,0.0,14000.0,5111177.56
05/01,12:50,QRIS MPM 040100015 9360000210069442730403,0.0,15500.0,5126677.56
05/01,12:50,QRIS MPM 040100015 9360091430368310339403,0.0,17500.0,5144177.56
05/01,12:50,QRIS MPM 040100015 9360001410151127334403,0.0,5000.0,5149177.56
05/01,12:51,QRIS MPM 040100015 9360091430368310339403,0.0,17500.0,5166677.56
05/01,12:51,QRIS MPM 040100015 9360091830422419436403,0.0,8500.0,5175177.56
05/01,12:53,QRIS MPM 040100015 9360053513421678430403,0.0,5000.0,5180177.56
05/01,12:53,QRIS MPM 040100015 9360053519389697131403,0.0,3000.0,5183177.56
05/01,12:54,QRIS MPM 040100015 9360091530575952938403,0.0,11000.0,5194177.56
05/01,12:55,QRIS MPM 040100015 9360000210091488038403,0.0,9500.0,5203677.56
05/01,12:55,QRIS MPM 040100015 9360001410056333738403,0.0,8000.0,5211677.56
05/01,12:57,QRIS MPM 040100015 9360053512827970838403,0.0,7000.0,5218677.56
05/01,12:58,QRIS MPM 040100015 9360091538725373330403,0.0,11000.0,5229677.56
05/01,13:01,QRIS MPM 040100015 9360000910000032539403,0.0,22000.0,5251677.56
05/01,13:05,QRIS MPM 040100015 9360001410065374438403,0.0,10000.0,5261677.56
05/01,13:07,QRIS MPM 040100015 9360091531943544934403,0.0,4500.0,5266177.56
05/01,13:10,QRIS MPM 040100015 9360091533603589631403,0.0,17000.0,5283177.56
05/01,13:11,QRIS MPM 040100015 9360091533370242139403,0.0,3000.0,5286177.56
05/01,13:17,QRIS MPM 040100015 9360014710800158437403,0.0,37000.0,5323177.56
05/01,13:17,QRIS MPM 040100015 9360091430162420638403,0.0,17000.0,5340177.56
05/01,13:50,QRIS MPM 040100015 9360000210071943738403,0.0,3000.0,5343177.56
05/01,13:54,QRIS MPM 040100015 9360091430296932637403,0.0,8000.0,5351177.56
05/01,14:28,QRIS MPM 040100015 9360091820301267131403,0.0,8000.0,5359177.56
05/01,14:28,QRIS MPM 040100015 9360021310140345335403,0.0,5000.0,5364177.56
05/01,14:28,QRIS MPM 040100015 9360091535429225037403,0.0,5000.0,5369177.56
05/01,14:29,QRIS MPM 040100015 9360000812182133738403,0.0,4000.0,5373177.56
05/01,14:36,QRIS MPM 040100015 9360053513741387038403,0.0,3000.0,5376177.56
05/01,14:37,QRIS MPM 040100015 9360091531432526438403,0.0,4000.0,5380177.56
05/01,14:37,QRIS MPM 040100015 9360091532800563632403,0.0,3000.0,5383177.56
05/01,14:38,QRIS MPM 040100015 9360091430302447038403,0.0,3000.0,5386177.56
05/01,14:39,QRIS MPM 040100015 9360045112370638636403,0.0,60000.0,5446177.56
05/01,14:54,QRIS MPM 040100015 9360001410039057139403,0.0,5000.0,5451177.56
05/01,14:56,QRIS MPM 040100015 9360048410639804231403,0.0,6500.0,5457677.56
05/01,15:03,QRIS MPM 040100015 9360000210073343738403,0.0,7500.0,5465177.56
05/01,15:06,QRIS MPM 040100015 9360001410183385038403,0.0,2500.0,5467677.56
05/01,15:06,QRIS MPM 040100015 9360091830283568131403,0.0,7000.0,5474677.56
05/01,15:14,QRIS MPM 040100015 9360091535239232333403,0.0,3000.0,5477677.56
05/01,15:15,QRIS MPM 040100015 9360001410224040732403,0.0,5000.0,5482677.56
05/01,15:15,QRIS MPM 040100015 9360000812241146939403,0.0,12000.0,5494677.56
05/01,15:19,QRIS MPM 040100015 9360000210092035137403,0.0,20000.0,5514677.56
05/01,15:26,QRIS MPM 040100015 9360091538230388234403,0.0,4000.0,5518677.56
05/01,15:28,QRIS MPM 040100015 9360091830209337637403,0.0,8000.0,5526677.56
05/01,15:29,QRIS MPM 040100015 9360091533133501331403,0.0,7000.0,5533677.56
05/01,15:33,QRIS MPM 040100015 9360091430390179033403,0.0,16000.0,5549677.56
05/01,15:35,QRIS MPM 040100015 9360001410213218831403,0.0,5000.0,5554677.56
05/01,15:37,QRIS MPM 040100015 9360000210102974138403,0.0,3000.0,5557677.56
05/01,15:37,QRIS MPM 040100015 9360001410249650132403,0.0,25000.0,5582677.56
05/01,15:37,QRIS MPM 040100015 9360091530110266037403,0.0,3500.0,5586177.56
05/01,15:40,QRIS MPM 040100015 9360045111027300536403,0.0,9000.0,5595177.56
05/01,15:40,QRIS MPM 040100015 9360001410067798730403,0.0,5000.0,5600177.56
05/01,15:40,QRIS MPM 040100015 9360045112237220933403,0.0,4000.0,5604177.56
06/01,07:20,QRIS MPM 040100015 9360053516313881437403,0.0,2500.0,5606677.56
06/01,07:21,QRIS MPM 040100015 9360001410250404938403,0.0,12000.0,5618677.56
06/01,07:21,QRIS MPM 040100015 9360000812223205532403,0.0,8500.0,5627177.56
06/01,07:25,QRIS MPM 040100015 9360091531669076934403,0.0,11000.0,5638177.56
06/01,07:26,QRIS MPM 040100015 9360091430162738233403,0.0,9500.0,5647677.56
06/01,07:28,QRIS MPM 040100015 9360091533647307330403,0.0,11500.0,5659177.56
06/01,07:36,QRIS MPM 040100015 9360053518724186635403,0.0,13000.0,5672177.56
06/01,07:47,QRIS MPM 040100015 9360000210070175334403,0.0,7000.0,5679177.56
06/01,08:06,QRIS MPM 040100015 9360045112318693033403,0.0,12000.0,5691177.56
06/01,08:06,QRIS MPM 040100015 9360000210078572732403,0.0,8000.0,5699177.56
06/01,08:11,QRIS MPM 040100015 9360001410038930139403,0.0,3000.0,5702177.56
06/01,08:22,QRIS MPM 040100015 9360001410007583137403,0.0,29500.0,5731677.56
06/01,08:24,QRIS MPM 040100015 9360000911000179031403,0.0,16000.0,5747677.56
06/01,08:25,QRIS MPM 040100015 9360001410249650132403,0.0,5500.0,5753177.56
06/01,08:25,QRIS MPM 040100015 9360053511453381635403,0.0,20000.0,5773177.56
06/01,08:25,QRIS MPM 040100015 9360091811015969836403,0.0,14000.0,5787177.56
06/01,08:26,QRIS MPM 040100015 9360001410104410731403,0.0,21000.0,5808177.56
06/01,08:27,QRIS MPM 040100015 9360091430311897133403,0.0,17000.0,5825177.56
06/01,08:28,QRIS MPM 040100015 9360000210092741833403,0.0,20000.0,5845177.56
06/01,08:28,QRIS MPM 040100015 9360014710101210236403,0.0,10000.0,5855177.56
06/01,08:28,QRIS MPM 040100015 9360091530477856731403,0.0,6000.0,5861177.56
06/01,08:32,QRIS MPM 040100015 9360091830205549034403,0.0,3000.0,5864177.56
06/01,08:34,QRIS MPM 040100015 9360000911000085538403,0.0,19000.0,5883177.56
06/01,08:37,QRIS MPM 040100015 9360000210091938432403,0.0,10000.0,5893177.56
06/01,08:39,QRIS MPM 040100015 9360091430330919336403,0.0,8000.0,5901177.56
06/01,08:41,QRIS MPM 040100015 9360091537519589538403,0.0,12500.0,5913677.56
06/01,08:42,QRIS MPM 040100015 9360053516742668336403,0.0,17500.0,5931177.56
06/01,08:44,QRIS MPM 040100015 9360091530575952938403,0.0,3000.0,5934177.56
06/01,08:46,QRIS MPM 040100015 9360001410014268533403,0.0,26000.0,5960177.56
06/01,08:46,QRIS MPM 040100015 9360091830227910634403,0.0,12000.0,5972177.56
06/01,08:48,QRIS MPM 040100015 9360000210091657235403,0.0,34000.0,6006177.56
06/01,08:49,QRIS MPM 040100015 9360000812148246931403,0.0,15000.0,6021177.56
06/01,08:50,QRIS MPM 040100015 9360091830931497035403,0.0,4000.0,6025177.56
06/01,08:50,QRIS MPM 040100015 9360091530450461439403,0.0,12500.0,6037677.56
06/01,08:52,QRIS MPM 040100015 9360001410215212435403,0.0,12000.0,6049677.56
06/01,08:57,QRIS MPM 040100015 9360000912000034935403,0.0,23500.0,6073177.56
06/01,08:58,QRIS MPM 040100015 9360000812209605136403,0.0,29000.0,6102177.56
06/01,08:59,QRIS MPM 040100015 9360001410164302435403,0.0,7000.0,6109177.56
06/01,09:03,QRIS MPM 040100015 9360091213843487933403,0.0,8000.0,6117177.56
06/01,09:05,QRIS MPM 040100015 9360014710101244934403,0.0,27500.0,6144677.56
06/01,09:07,QRIS MPM 040100015 9360000210078110031403,0.0,14500.0,6159177.56
06/01,09:07,QRIS MPM 040100015 9360053512033150939403,0.0,19000.0,6178177.56
06/01,09:08,QRIS MPM 040100015 9360001410131773739403,0.0,3000.0,6181177.56
06/01,09:08,QRIS MPM 040100015 9360091535977573836403,0.0,39000.0,6220177.56
06/01,09:12,QRIS MPM 040100015 9360001410189476539403,0.0,16500.0,6236677.56
06/01,09:12,QRIS MPM 040100015 9360091533605973734403,0.0,3000.0,6239677.56
06/01,09:16,QRIS MPM 040100015 9360014710101211738403,0.0,12000.0,6251677.56
06/01,09:16,QRIS MPM 040100015 9360001111400165234403,0.0,3000.0,6254677.56
06/01,09:19,QRIS MPM 040100015 9360014710101221238403,0.0,27000.0,6281677.56
06/01,09:22,QRIS MPM 040100015 9360001410061093832403,0.0,18500.0,6300177.56
06/01,09:22,QRIS MPM 040100015 9360053510832069933403,0.0,9500.0,6309677.56
06/01,09:23,QRIS MPM 040100015 9360091430228263035403,0.0,18000.0,6327677.56
06/01,09:24,QRIS MPM 040100015 9360091430228263035403,0.0,18000.0,6345677.56
06/01,09:26,QRIS MPM 040100015 9360091539468030030403,0.0,22500.0,6368177.56
06/01,09:26,QRIS MPM 040100015 9360000210086465233403,0.0,21000.0,6389177.56
06/01,09:28,QRIS MPM 040100015 9360001410203059738403,0.0,7000.0,6396177.56
06/01,09:29,QRIS MPM 040100015 9360053510471070830403,0.0,35000.0,6431177.56
06/01,09:30,QRIS MPM 040100015 9360045900818093333403,0.0,12000.0,6443177.56
06/01,09:30,QRIS MPM 040100015 9360053517185986539403,0.0,13500.0,6456677.56
06/01,09:31,QRIS MPM 040100015 9360053515706564230403,0.0,11000.0,6467677.56
06/01,09:31,QRIS MPM 040100015 9360001410039788633403,0.0,23500.0,6491177.56
06/01,09:32,QRIS MPM 040100015 9360053518724186635403,0.0,7000.0,6498177.56
06/01,09:32,QRIS MPM 040100015 9360091430324944635403,0.0,5000.0,6503177.56
06/01,09:32,QRIS MPM 040100015 9360054210621490039403,0.0,24000.0,6527177.56
06/01,09:33,QRIS MPM 040100015 9360091430324944635403,0.0,3000.0,6530177.56
06/01,09:33,QRIS MPM 040100015 9360053514153987930403,0.0,18000.0,6548177.56
06/01,09:33,QRIS MPM 040100015 9360000912000018233403,0.0,13500.0,6561677.56
06/01,09:33,QRIS MPM 040100015 9360000812186207931403,0.0,12000.0,6573677.56
06/01,09:34,QRIS MPM 040100015 9360000210078033333403,0.0,20000.0,6593677.56
06/01,09:34,QRIS MPM 040100015 9360000210078033333403,0.0,20000.0,6613677.56
06/01,09:35,QRIS MPM 040100015 9360091430346048638403,0.0,23000.0,6636677.56
06/01,09:36,QRIS MPM 040100015 9360000913000032136403,0.0,30000.0,6666677.56
06/01,09:37,QRIS MPM 040100015 9360053511539658532403,0.0,10500.0,6677177.56
06/01,09:37,QRIS MPM 040100015 9360091430134084833403,0.0,14000.0,6691177.56
06/01,09:37,QRIS MPM 040100015 9360050110032066237403,0.0,10500.0,6701677.56
06/01,09:37,QRIS MPM 040100015 9360000210051523234403,0.0,17000.0,6718677.56
06/01,09:38,QRIS MPM 040100015 9360000812209981336403,0.0,6500.0,6725177.56
06/01,09:40,QRIS MPM 040100015 9360091430296556532403,0.0,12000.0,6737177.56
06/01,09:44,QRIS MPM 040100015 9360000210049335530403,0.0,16500.0,6753677.56
06/01,09:44,QRIS MPM 040100015 9360000210091941433403,0.0,8000.0,6761677.56
06/01,09:45,QRIS MPM 040100015 9360001410062170237403,0.0,5000.0,6766677.56
06/01,09:46,QRIS MPM 040100015 9360000210081986238403,0.0,4000.0,6770677.56
06/01,09:46,QRIS MPM 040100015 9360091533416496131403,0.0,9000.0,6779677.56
06/01,09:46,QRIS MPM 040100015 9360001410216800230403,0.0,8000.0,6787677.56
06/01,09:46,QRIS MPM 040100015 9360001410245093134403,0.0,15000.0,6802677.56
06/01,09:46,QRIS MPM 040100015 9360053515176077530403,0.0,21500.0,6824177.56
06/01,09:49,QRIS MPM 040100015 9360000210060975236403,0.0,15000.0,6839177.56
06/01,09:50,QRIS MPM 040100015 9360000812244669035403,0.0,20000.0,6859177.56
06/01,09:51,QRIS MPM 040100015 9360091530983186239403,0.0,20500.0,6879677.56
06/01,09:54,QRIS MPM 040100015 9360053513481115430403,0.0,19000.0,6898677.56
06/01,09:55,QRIS MPM 040100015 9360045112674177134403,0.0,12000.0,6910677.56
